,year,home,away,home_points,away_points,neutral
4804,2010,louisville,morgan-state,90,81,False
4806,2010,nevada-las-vegas,louisville,76,71,False
4807,2010,louisville,stetson,80,48,False
4809,2010,louisville,western-carolina,83,91,False
4810,2010,louisville,oral-roberts,94,57,False
4811,2010,louisville,western-kentucky,102,75,False
4813,2010,louisville,radford,79,53,False
4814,2010,louisville,south-florida,73,52,False
4816,2010,providence,louisville,70,92,False
4817,2010,louisville,st-johns-ny,75,68,False
4818,2010,louisville,villanova,84,92,False
4819,2010,pittsburgh,louisville,82,77,False
4820,2010,seton-hall,louisville,80,77,False
4822,2010,west-virginia,louisville,77,74,False
4824,2010,louisville,rutgers,76,60,False
4825,2010,st-johns-ny,louisville,74,55,False
4826,2010,syracuse,louisville,60,66,False
4827,2010,louisville,notre-dame,91,89,False
4831,2010,marquette,louisville,69,48,False
4832,2010,louisville,syracuse,78,68,False
4838,2010,loyola-il,western-michigan,60,58,False
4839,2010,loyola-il,st. ambrose,81,42,False
4841,2010,milwaukee,loyola-il,64,69,False
4842,2010,loyola-il,san-francisco,66,63,False
4844,2010,southern illinois-edwardsville,loyola-il,61,79,False
4846,2010,loyola-il,st. francis (il),63,46,False
4847,2010,loyola-il,wright-state,53,52,False
4850,2010,youngstown-state,loyola-il,71,67,False
4854,2010,loyola-il,valparaiso,67,86,False
4855,2010,wright-state,loyola-il,66,48,False
4856,2010,loyola-il,youngstown-state,92,85,False
4860,2010,valparaiso,loyola-il,84,73,False
4862,2010,loyola-il,milwaukee,61,63,False
4866,2010,loyola-marymount,north dakota,83,60,True
4867,2010,montana,loyola-marymount,64,63,False
4869,2010,southern-california,loyola-marymount,59,67,False
4870,2010,tulsa,loyola-marymount,79,65,False
4872,2010,loyola-marymount,academy of art,91,72,False
4873,2010,wyoming,loyola-marymount,76,70,False
4874,2010,loyola-marymount,montana,73,82,False
4875,2010,notre-dame,loyola-marymount,85,87,False
4876,2010,loyola-marymount,cal state bakersfield,84,71,False
4878,2010,sacramento-state,loyola-marymount,78,82,False
4879,2010,loyola-marymount,seattle,104,89,False
4880,2010,cal state bakersfield,loyola-marymount,73,81,False
4881,2010,pepperdine,loyola-marymount,79,75,False
4882,2010,loyola-marymount,san-francisco,67,70,False
4883,2010,loyola-marymount,santa-clara,81,70,False
4884,2010,portland,loyola-marymount,79,39,False
4886,2010,loyola-marymount,san-diego,68,65,False
4887,2010,loyola-marymount,saint-marys-ca,67,85,False
4888,2010,loyola-marymount,pepperdine,77,61,False
4889,2010,santa-clara,loyola-marymount,67,73,False
4890,2010,san-francisco,loyola-marymount,75,66,False
4892,2010,loyola-marymount,portland,77,68,False
4893,2010,san-diego,loyola-marymount,69,72,False
4894,2010,saint-marys-ca,loyola-marymount,88,80,False
4895,2010,loyola-marymount,pepperdine,87,84,True
4896,2010,loyola-marymount,san-francisco,84,76,True
4898,2010,loyola-marymount,pacific,76,86,False
4899,2010,loyola-md,vermont,79,66,False
4900,2010,west-virginia,loyola-md,83,60,False
4901,2010,maryland-baltimore-county,loyola-md,66,69,False
4902,2010,mount-st-marys,loyola-md,63,44,False
4904,2010,loyola-md,morgan-state,78,66,False
4906,2010,niagara,loyola-md,77,57,False
4911,2010,loyola-md,rider,68,66,False
4912,2010,loyola-md,siena,56,76,False
4915,2010,loyola-md,marist,68,61,False
4916,2010,saint-peters,loyola-md,48,43,False
4917,2010,siena,loyola-md,67,61,False
4918,2010,marist,loyola-md,64,80,False
4920,2010,loyola-md,niagara,77,86,False
4921,2010,rider,loyola-md,73,80,False
4922,2010,manhattan,loyola-md,56,62,False
4924,2010,loyola-md,saint-peters,61,69,False
4925,2010,loyola-md,new-hampshire,60,61,False
4927,2010,loyola-md,manhattan,71,59,False
4928,2010,manhattan,loyola-md,94,79,True
4930,2010,norfolk-state,maine,72,71,False
4933,2010,maine,quinnipiac,46,59,False
4935,2010,syracuse,maine,101,55,False
4936,2010,maine,maine-presque isle,133,58,False
4941,2010,maine,princeton,52,50,False
4942,2010,maine,vermont,56,64,False
4944,2010,maine,stony-brook,67,61,False
4945,2010,maine,new-hampshire,56,42,False
4949,2010,maine,maryland-baltimore-county,55,56,False
4950,2010,vermont,maine,64,51,False
4952,2010,maryland-baltimore-county,maine,63,84,False
4953,2010,stony-brook,maine,83,64,False
4954,2010,new-hampshire,maine,53,72,False
4958,2010,new-hampshire,maine,68,57,True
4959,2010,manhattan,njit,70,58,False
4960,2010,princeton,manhattan,61,54,False
4961,2010,manhattan,william-mary,70,75,False
4965,2010,niagara,manhattan,88,64,False
4968,2010,morgan-state,manhattan,83,74,False
4970,2010,vanderbilt,manhattan,86,48,False
4971,2010,marist,manhattan,72,66,False
4972,2010,manhattan,rider,64,65,False
4973,2010,manhattan,saint-peters,76,53,False
4976,2010,siena,manhattan,83,68,False
4978,2010,manhattan,siena,58,66,False
4979,2010,rider,manhattan,74,71,False
4980,2010,saint-peters,manhattan,72,44,False
4981,2010,manhattan,marist,72,47,False
4985,2010,manhattan,towson,78,62,False
4986,2010,manhattan,niagara,72,74,False
4989,2010,siena,manhattan,78,61,False
4990,2010,rutgers,marist,74,67,False
4992,2010,new-hampshire,marist,72,58,False
4995,2010,rider,marist,55,51,False
4999,2010,marist,vermont,62,72,False
5002,2010,saint-peters,marist,61,49,False
5003,2010,marist,princeton,58,77,False
5005,2010,marist,rider,62,84,False
5007,2010,marist,niagara,56,72,False
5011,2010,marist,siena,60,79,False
5015,2010,niagara,marist,70,51,False
5017,2010,marist,saint-peters,39,62,False
5018,2010,siena,marist,76,51,False
5021,2010,marquette,maryland-eastern-shore,86,60,False
5023,2010,marquette,south dakota,93,68,False
5024,2010,marquette,xavier,71,61,True
5025,2010,marquette,michigan,79,65,True
5027,2010,marquette,north-carolina-state,73,77,False
5028,2010,marquette,milwaukee,71,51,False
5029,2010,wisconsin,marquette,72,63,False
5030,2010,marquette,north-florida,78,51,False
5031,2010,marquette,presbyterian,102,62,False
5032,2010,west-virginia,marquette,63,62,False
5033,2010,marquette,villanova,72,74,False
5035,2010,villanova,marquette,78,76,False
5036,2010,marquette,providence,93,63,False
5038,2010,syracuse,marquette,76,71,False
5039,2010,marquette,rutgers,82,59,False
5042,2010,providence,marquette,79,82,False
5043,2010,marquette,south-florida,63,52,False
5044,2010,marquette,pittsburgh,51,58,False
5046,2010,st-johns-ny,marquette,61,63,False
5047,2010,seton-hall,marquette,83,84,False
5049,2010,marquette,notre-dame,60,63,False
5050,2010,st-johns-ny,marquette,55,57,False
5051,2010,marquette,villanova,80,76,True
5053,2010,washington,marquette,80,78,True
5054,2010,marshall,north-carolina-at,79,63,False
5055,2010,marshall,middle-tennessee,63,60,False
5056,2010,old-dominion,marshall,70,62,False
5058,2010,marshall,ohio,60,53,True
5059,2010,marshall,salem international,119,35,False
5061,2010,marshall,troy,99,70,False
5062,2010,marshall,brescia,105,54,False
5064,2010,north-carolina,marshall,98,61,False
5065,2010,troy,marshall,75,78,False
5066,2010,marshall,st-bonaventure,80,61,False
5067,2010,marshall,southern-mississippi,76,63,False
5070,2010,marshall,tulane,89,79,False
5071,2010,west-virginia,marshall,68,60,True
5073,2010,marshall,memphis,72,75,False
5075,2010,tulsa,marshall,73,69,False
5077,2010,marshall,rio grande,115,73,False
5079,2010,marshall,tulsa,64,58,False
5080,2010,tulane,marshall,55,58,False
5081,2010,rice,marshall,54,77,False
5083,2010,marshall,texas-el-paso,76,80,False
5084,2010,southern-methodist,marshall,57,73,False
5085,2010,tulsa,marshall,80,64,False
5086,2010,marshall,western-carolina,90,88,False
5088,2010,maryland-baltimore-county,morgan-state,57,72,False
5093,2010,towson,maryland-baltimore-county,82,77,False
5094,2010,toledo,maryland-baltimore-county,76,67,False
5095,2010,penn-state,maryland-baltimore-county,58,42,False
5096,2010,maryland-baltimore-county,rider,67,79,False
5098,2010,virginia-tech,maryland-baltimore-county,71,34,False
5100,2010,vermont,maryland-baltimore-county,73,58,False
5101,2010,maryland-baltimore-county,pennsylvania,71,82,False
5105,2010,stony-brook,maryland-baltimore-county,81,69,False
5106,2010,maryland-baltimore-county,new-hampshire,58,62,False
5110,2010,maryland-baltimore-county,vermont,60,79,False
5114,2010,maryland-baltimore-county,stony-brook,72,86,False
5116,2010,new-hampshire,maryland-baltimore-county,50,79,False
5117,2010,vermont,maryland-baltimore-county,76,59,True
5118,2010,maryland-eastern-shore,stony-brook,57,75,False
5120,2010,missouri-state,maryland-eastern-shore,70,53,False
5125,2010,maryland-eastern-shore,navy,80,72,False
5126,2010,wright-state,maryland-eastern-shore,87,46,False
5127,2010,northern-illinois,maryland-eastern-shore,87,69,False
5129,2010,nebraska,maryland-eastern-shore,74,60,False
5130,2010,oklahoma,maryland-eastern-shore,88,54,False
5131,2010,maryland-eastern-shore,south-carolina-state,67,80,False
5132,2010,maryland-eastern-shore,winston-salem,70,75,False
5136,2010,morgan-state,maryland-eastern-shore,91,54,False
5139,2010,norfolk-state,maryland-eastern-shore,64,62,False
5140,2010,north-carolina-at,maryland-eastern-shore,52,62,False
5141,2010,north carolina central,maryland-eastern-shore,73,71,False
5145,2010,maryland-eastern-shore,morgan-state,61,65,False
5149,2010,south-carolina-state,maryland-eastern-shore,59,53,True
5152,2010,maryland,new-hampshire,82,55,False
5153,2010,maryland,chaminade,79,51,True
5155,2010,wisconsin,maryland,78,69,True
5157,2010,villanova,maryland,95,86,True
5159,2010,maryland,winston-salem,98,55,False
5161,2010,maryland,william-mary,77,83,False
5162,2010,north-carolina-greensboro,maryland,63,97,False
5164,2010,wake-forest,maryland,85,83,False
5167,2010,maryland,north-carolina-state,88,64,False
5168,2010,maryland,miami-fl,81,59,False
5171,2010,maryland,north-carolina,92,71,False
5173,2010,maryland,virginia,85,66,False
5174,2010,north-carolina-state,maryland,58,67,False
5177,2010,virginia-tech,maryland,100,104,False
5179,2010,virginia,maryland,68,74,False
5182,2010,michigan-state,maryland,85,83,True
5185,2010,massachusetts,arkansas-fort smith,94,68,False
5186,2010,massachusetts,st-francis-ny,83,65,False
5187,2010,rutgers,massachusetts,83,75,True
5188,2010,michigan-state,massachusetts,106,68,True
5189,2010,massachusetts,quinnipiac,62,58,False
5191,2010,seton-hall,massachusetts,86,68,False
5193,2010,massachusetts,memphis,73,72,True
5198,2010,richmond,massachusetts,70,63,False
5199,2010,temple,massachusetts,76,64,False
5200,2010,massachusetts,st-bonaventure,69,70,False
5202,2010,saint-josephs,massachusetts,80,87,False
5204,2010,massachusetts,xavier,79,87,False
5205,2010,rhode-island,massachusetts,93,85,False
5207,2010,massachusetts,saint-josephs,70,62,False
5209,2010,massachusetts,saint-louis,56,69,False
5212,2010,massachusetts,rhode-island,69,67,False
5214,2010,richmond,massachusetts,77,72,True
5215,2010,northern-colorado,mcneese-state,101,73,True
5217,2010,southern-utah,mcneese-state,68,59,True
5218,2010,mcneese-state,louisiana college,73,36,False
5219,2010,samford,mcneese-state,68,52,False
5221,2010,mcneese-state,paul quinn,101,54,False
5222,2010,mississippi,mcneese-state,83,67,False
5223,2010,tulane,mcneese-state,57,61,False
5225,2010,mcneese-state,southern-new orleans,77,59,False
5226,2010,rice,mcneese-state,75,62,False
5227,2010,texas-tech,mcneese-state,76,75,False
5229,2010,mcneese-state,texas-san-antonio,69,78,False
5231,2010,mcneese-state,southeastern-louisiana,71,67,False
5232,2010,central arkansas,mcneese-state,53,68,False
5233,2010,nicholls-state,mcneese-state,63,61,False
5234,2010,mcneese-state,stephen-f-austin,55,70,False
5235,2010,northwestern-state,mcneese-state,85,92,False
5236,2010,texas-state,mcneese-state,95,88,False
5237,2010,mcneese-state,texas-arlington,58,70,False
5238,2010,stephen-f-austin,mcneese-state,69,56,False
5239,2010,mcneese-state,northwestern-state,72,82,False
5240,2010,mcneese-state,texas-am-corpus-christi,65,62,False
5241,2010,sam-houston-state,mcneese-state,74,56,False
5242,2010,mcneese-state,nicholls-state,69,53,False
5243,2010,southeastern-louisiana,mcneese-state,60,59,False
5244,2010,mcneese-state,central arkansas,72,76,False
5247,2010,memphis,tennessee-tech,92,59,False
5248,2010,memphis,central arkansas,81,49,False
5249,2010,memphis,oakland,77,46,False
5251,2010,memphis,montana-state,76,51,False
5254,2010,memphis,southeast-missouri-state,87,57,False
5256,2010,memphis,tennessee,59,66,False
5257,2010,memphis,houston baptist,93,52,False
5258,2010,syracuse,memphis,74,57,False
5259,2010,southern-mississippi,memphis,57,59,False
5261,2010,rice,memphis,68,80,False
5262,2010,memphis,texas-el-paso,67,72,False
5265,2010,southern-methodist,memphis,70,60,False
5269,2010,tulsa,memphis,86,93,False
5270,2010,tulane,memphis,64,77,False
5271,2010,memphis,southern-methodist,76,63,False
5273,2010,memphis,southern-mississippi,76,69,False
5275,2010,memphis,tulsa,75,53,False
5277,2010,memphis,st-johns-ny,73,71,False
5278,2010,mississippi,memphis,90,81,False
5280,2010,mercer,bryant,80,56,True
5281,2010,providence,mercer,79,77,False
5282,2010,mercer,fisk,110,45,False
5287,2010,mercer,piedmont,87,62,False
5288,2010,vanderbilt,mercer,99,59,False
5292,2010,north-florida,mercer,79,84,False
5295,2010,south carolina upstate,mercer,57,60,False
5296,2010,stetson,mercer,76,69,False
5297,2010,florida gulf coast,mercer,71,70,False
5299,2010,mercer,stetson,91,57,False
5300,2010,mercer,florida gulf coast,78,72,False
5302,2010,mercer,south carolina upstate,83,69,False
5305,2010,mercer,north-florida,77,67,False
5312,2010,miami-fl,north carolina central,83,53,False
5313,2010,miami-fl,nova southeastern,108,58,False
5314,2010,miami-fl,tulane,74,54,True
5315,2010,miami-fl,north-carolina-wilmington,67,60,True
5316,2010,miami-fl,south-carolina,85,70,True
5317,2010,miami-fl,florida gulf coast,77,58,False
5318,2010,miami-fl,south carolina upstate,70,41,False
5319,2010,miami-fl,minnesota,63,58,False
5321,2010,miami-fl,south-carolina-state,91,54,False
5322,2010,stetson,miami-fl,49,69,False
5324,2010,miami-fl,north-carolina-at,80,59,False
5326,2010,pepperdine,miami-fl,63,86,False
5327,2010,miami-fl,wake-forest,67,66,False
5328,2010,virginia-tech,miami-fl,81,66,False
5329,2010,virginia,miami-fl,75,57,False
5332,2010,miami-fl,virginia-tech,82,75,False
5333,2010,wake-forest,miami-fl,62,53,False
5338,2010,miami-fl,virginia,74,62,False
5339,2010,miami-fl,north-carolina-state,66,71,False
5340,2010,north-carolina,miami-fl,69,62,False
5342,2010,miami-fl,wake-forest,83,62,True
5343,2010,miami-fl,virginia-tech,70,65,True
5345,2010,towson,miami-oh,82,71,False
5348,2010,miami-oh,nicholls-state,69,58,True
5349,2010,new-mexico,miami-oh,85,60,False
5352,2010,miami-oh,temple,42,64,False
5354,2010,miami-oh,wright-state,56,55,False
5355,2010,milwaukee,miami-oh,68,61,False
5356,2010,xavier,miami-oh,70,67,False
5360,2010,miami-oh,ohio,79,67,False
5366,2010,western-michigan,miami-oh,54,56,False
5367,2010,northern-illinois,miami-oh,69,74,False
5368,2010,miami-oh,toledo,55,47,False
5371,2010,miami-oh,southeast-missouri-state,69,53,False
5372,2010,ohio,miami-oh,70,68,False
5376,2010,ohio,miami-oh,54,42,True
5377,2010,michigan-state,florida gulf coast,97,58,False
5379,2010,michigan-state,toledo,75,62,False
5380,2010,michigan-state,valparaiso,90,60,False
5383,2010,north-carolina,michigan-state,89,82,False
5384,2010,michigan-state,wofford,72,60,False
5386,2010,michigan-state,oakland,88,57,False
5388,2010,texas,michigan-state,79,68,False
5389,2010,michigan-state,texas-arlington,87,68,False
5390,2010,northwestern,michigan-state,70,91,False
5391,2010,michigan-state,wisconsin,54,47,False
5393,2010,michigan-state,minnesota,60,53,False
5396,2010,minnesota,michigan-state,64,65,False
5397,2010,michigan,michigan-state,56,57,False
5398,2010,michigan-state,northwestern,79,70,False
5399,2010,wisconsin,michigan-state,67,49,False
5401,2010,michigan-state,purdue,64,76,False
5402,2010,penn-state,michigan-state,54,65,False
5404,2010,michigan-state,ohio-state,67,74,False
5405,2010,purdue,michigan-state,44,53,False
5406,2010,michigan-state,penn-state,67,65,False
5407,2010,michigan-state,michigan,64,48,False
5408,2010,minnesota,michigan-state,72,67,True
5409,2010,michigan-state,new-mexico-state,70,67,True
5411,2010,michigan-state,northern-iowa,59,52,True
5412,2010,michigan-state,tennessee,70,69,True
5414,2010,michigan,northern michigan,97,50,False
5415,2010,michigan,houston baptist,77,55,False
5421,2010,utah,michigan,68,52,False
5426,2010,michigan,ohio-state,73,64,False
5427,2010,penn-state,michigan,55,64,False
5428,2010,michigan,northwestern,62,68,False
5431,2010,wisconsin,michigan,54,48,False
5432,2010,purdue,michigan,69,59,False
5435,2010,northwestern,michigan,67,52,False
5436,2010,michigan,wisconsin,44,62,False
5437,2010,minnesota,michigan,63,71,False
5439,2010,michigan,penn-state,51,55,False
5441,2010,ohio-state,michigan,66,55,False
5442,2010,michigan,minnesota,83,55,False
5445,2010,ohio-state,michigan,69,68,True
5446,2010,middle-tennessee,king (tn),93,73,False
5447,2010,ohio,middle-tennessee,81,68,False
5450,2010,north-carolina-at,middle-tennessee,65,56,False
5451,2010,middle-tennessee,cumberland university,87,54,False
5454,2010,tennessee,middle-tennessee,75,54,True
5455,2010,middle-tennessee,southern illinois-edwardsville,83,58,False
5457,2010,new-orleans,middle-tennessee,58,63,False
5459,2010,vanderbilt,middle-tennessee,73,53,False
5464,2010,middle-tennessee,western-kentucky,47,46,False
5466,2010,western-kentucky,middle-tennessee,74,84,False
5467,2010,middle-tennessee,new-orleans,66,46,False
5468,2010,middle-tennessee,north-texas,69,64,False
5469,2010,middle-tennessee,troy,67,70,False
5470,2010,south-alabama,middle-tennessee,68,80,False
5472,2010,middle-tennessee,houston baptist,109,79,False
5473,2010,troy,middle-tennessee,66,62,False
5474,2010,middle-tennessee,south-alabama,81,54,False
5478,2010,missouri-state,middle-tennessee,87,79,False
5479,2010,milwaukee,azusa pacific,89,73,False
5480,2010,western-kentucky,milwaukee,69,65,True
5482,2010,milwaukee,hillsdale,62,54,False
5483,2010,milwaukee,texas-state,96,77,True
5489,2010,north-dakota-state,milwaukee,73,84,False
5491,2010,wisconsin,milwaukee,68,58,False
5492,2010,valparaiso,milwaukee,55,54,False
5494,2010,southern illinois-edwardsville,milwaukee,73,83,False
5497,2010,milwaukee,wright-state,67,61,False
5498,2010,youngstown-state,milwaukee,59,69,False
5500,2010,milwaukee,valparaiso,85,82,False
5503,2010,wright-state,milwaukee,68,63,False
5505,2010,milwaukee,youngstown-state,64,62,False
5507,2010,milwaukee,niagara,79,85,False
5513,2010,minnesota,tennessee-tech,87,50,False
5514,2010,minnesota,stephen-f-austin,82,42,False
5515,2010,minnesota,utah-valley,76,51,False
5517,2010,portland,minnesota,61,56,True
5518,2010,texas-am,minnesota,66,65,True
5521,2010,minnesota,morgan-state,94,64,False
5522,2010,minnesota,saint-josephs,97,74,False
5523,2010,minnesota,northern-illinois,89,48,False
5524,2010,minnesota,south-dakota-state,92,62,False
5525,2010,minnesota,penn-state,75,70,False
5527,2010,purdue,minnesota,79,60,False
5528,2010,minnesota,ohio-state,73,62,False
5532,2010,minnesota,northwestern,65,61,False
5533,2010,ohio-state,minnesota,85,63,False
5534,2010,penn-state,minnesota,64,66,False
5536,2010,northwestern,minnesota,77,74,False
5537,2010,minnesota,wisconsin,68,52,False
5539,2010,minnesota,purdue,58,59,False
5543,2010,minnesota,penn-state,76,55,True
5545,2010,purdue,minnesota,42,69,False
5546,2010,ohio-state,minnesota,90,61,True
5547,2010,xavier,minnesota,65,54,True
5548,2010,mississippi-state,rider,74,88,False
5549,2010,mississippi-state,southeastern-louisiana,82,67,False
5551,2010,mississippi-state,texas-pan-american,75,50,False
5552,2010,richmond,mississippi-state,63,62,True
5553,2010,mississippi-state,old-dominion,69,55,True
5554,2010,mississippi-state,st-bonaventure,105,53,False
5556,2010,mississippi-state,ucla,72,54,True
5557,2010,mississippi-state,wright-state,80,69,False
5560,2010,mississippi-state,mississippi-valley-state,73,45,False
5561,2010,san-diego,mississippi-state,68,77,False
5562,2010,western-kentucky,mississippi-state,55,52,False
5563,2010,mississippi,mississippi-state,75,80,False
5569,2010,vanderbilt,mississippi-state,75,72,False
5571,2010,mississippi-state,mississippi,71,63,False
5576,2010,south-carolina,mississippi-state,63,76,False
5578,2010,mississippi-state,tennessee,59,75,False
5580,2010,mississippi-state,vanderbilt,62,52,True
5583,2010,mississippi-state,north-carolina,74,76,False
5584,2010,washington-state,mississippi-valley-state,94,66,False
5586,2010,mississippi-valley-state,champion baptist,102,56,False
5588,2010,saint-louis,mississippi-valley-state,75,39,False
5593,2010,oregon,mississippi-valley-state,79,51,False
5594,2010,oregon-state,mississippi-valley-state,76,62,False
5601,2010,mississippi-valley-state,southern,57,45,False
5602,2010,texas-southern,mississippi-valley-state,74,73,False
5603,2010,prairie-view,mississippi-valley-state,69,63,False
5609,2010,southern,mississippi-valley-state,48,54,False
5610,2010,mississippi-valley-state,texas-southern,62,44,False
5611,2010,mississippi-valley-state,prairie-view,68,69,False
5620,2010,villanova,mississippi,79,67,True
5621,2010,mississippi,texas-am-corpus-christi,73,58,False
5623,2010,mississippi,southern-mississippi,81,79,False
5625,2010,mississippi,texas-el-paso,91,81,True
5627,2010,west-virginia,mississippi,76,66,False
5632,2010,tennessee,mississippi,71,69,False
5633,2010,mississippi,south-carolina,66,57,False
5640,2010,mississippi,vanderbilt,78,82,False
5646,2010,tennessee,mississippi,76,65,True
5647,2010,mississippi,troy,84,65,False
5649,2010,mississippi,texas-tech,90,87,False
5651,2010,missouri-kansas-city,truman state,80,33,False
5652,2010,missouri-kansas-city,lincoln (mo),78,52,False
5653,2010,north dakota,missouri-kansas-city,63,70,False
5654,2010,nebraska,missouri-kansas-city,70,48,False
5656,2010,oral-roberts,missouri-kansas-city,68,57,False
5658,2010,missouri-kansas-city,wichita-state,52,73,False
5659,2010,houston baptist,missouri-kansas-city,87,102,False
5660,2010,missouri-kansas-city,central arkansas,78,67,False
5661,2010,saint-louis,missouri-kansas-city,61,54,False
5662,2010,southern illinois-edwardsville,missouri-kansas-city,54,63,False
5663,2010,missouri,missouri-kansas-city,91,57,False
5664,2010,missouri-kansas-city,southern-utah,53,50,False
5665,2010,missouri-kansas-city,south-dakota-state,69,74,False
5666,2010,oakland,missouri-kansas-city,87,73,False
5668,2010,missouri-kansas-city,western-illinois,61,57,False
5670,2010,missouri-kansas-city,north-dakota-state,69,73,False
5671,2010,southern-utah,missouri-kansas-city,69,56,False
5672,2010,north-dakota-state,missouri-kansas-city,56,58,False
5673,2010,south-dakota-state,missouri-kansas-city,78,57,False
5675,2010,missouri-kansas-city,oakland,71,83,False
5677,2010,western-illinois,missouri-kansas-city,64,59,False
5679,2010,missouri-kansas-city,oral-roberts,72,89,False
5680,2010,oakland,missouri-kansas-city,85,70,True
5685,2010,missouri-state,tulsa,83,75,False
5688,2010,missouri-state,tennessee-martin,79,51,False
5690,2010,saint-louis,missouri-state,63,73,False
5694,2010,northern-iowa,missouri-state,84,76,False
5695,2010,missouri-state,wichita-state,62,65,False
5702,2010,missouri-state,northern-iowa,54,55,False
5703,2010,southern-illinois,missouri-state,73,67,False
5705,2010,missouri-state,southern-illinois,77,72,False
5706,2010,wichita-state,missouri-state,66,64,False
5708,2010,missouri-state,nevada,62,60,False
5712,2010,wichita-state,missouri-state,73,63,True
5716,2010,missouri-state,pacific,78,65,False
5717,2010,missouri,tennessee-martin,83,68,False
5718,2010,missouri,texas-pan-american,100,44,False
5720,2010,missouri,old-dominion,66,61,True
5721,2010,richmond,missouri,59,52,True
5722,2010,vanderbilt,missouri,89,83,False
5723,2010,missouri,oregon,106,69,False
5724,2010,oral-roberts,missouri,60,59,False
5731,2010,missouri,savannah-state,74,45,False
5733,2010,texas-tech,missouri,89,94,False
5734,2010,oklahoma,missouri,66,61,False
5735,2010,missouri,nebraska,70,53,False
5737,2010,missouri,oklahoma-state,95,80,False
5738,2010,missouri,texas-am,74,77,False
5742,2010,missouri,texas,82,77,False
5743,2010,nebraska,missouri,59,74,False
5748,2010,nebraska,missouri,75,60,True
5750,2010,west-virginia,missouri,68,59,True
5752,2010,monmouth,seton-hall,72,87,False
5753,2010,saint-peters,monmouth,58,34,False
5755,2010,wyoming,monmouth,73,75,False
5756,2010,pepperdine,monmouth,82,73,True
5758,2010,sacred-heart,monmouth,81,73,False
5759,2010,rutgers,monmouth,66,52,False
5760,2010,monmouth,pennsylvania,80,75,False
5761,2010,princeton,monmouth,46,42,False
5762,2010,monmouth,rider,63,70,False
5763,2010,monmouth,texas-am-corpus-christi,65,51,False
5764,2010,monmouth,quinnipiac,72,60,False
5766,2010,monmouth,bryant,67,62,False
5767,2010,saint-francis-pa,monmouth,53,63,False
5768,2010,robert-morris,monmouth,78,67,False
5769,2010,monmouth,saint-francis-pa,69,40,False
5770,2010,monmouth,robert-morris,53,66,False
5772,2010,bryant,monmouth,46,50,False
5775,2010,monmouth,mount-st-marys,42,69,False
5776,2010,monmouth,wagner,76,67,False
5777,2010,st-francis-ny,monmouth,49,51,False
5779,2010,quinnipiac,monmouth,82,63,False
5780,2010,monmouth,sacred-heart,63,68,False
5781,2010,quinnipiac,monmouth,84,75,False
5782,2010,nevada,montana-state,75,61,False
5783,2010,montana-state,colorado christian,68,58,False
5784,2010,montana-state,southern-mississippi,62,66,False
5785,2010,san-francisco,montana-state,66,70,False
5786,2010,oregon,montana-state,89,66,False
5787,2010,montana-state,northern-colorado,87,63,False
5788,2010,montana-state,northern-arizona,62,50,False
5790,2010,montana-state,northern new mexico,103,54,False
5794,2010,weber-state,montana-state,75,62,False
5796,2010,montana-state,portland-state,77,71,False
5798,2010,sacramento-state,montana-state,53,58,False
5799,2010,cal state bakersfield,montana-state,71,61,False
5800,2010,montana-state,montana,61,52,False
5801,2010,northern-arizona,montana-state,71,58,False
5802,2010,northern-colorado,montana-state,74,68,False
5804,2010,montana-state,weber-state,71,75,False
5806,2010,portland-state,montana-state,71,79,False
5807,2010,montana-state,sacramento-state,80,74,False
5808,2010,montana-state,san-jose-state,66,77,False
5809,2010,montana,montana-state,67,73,False
5810,2010,montana-state,portland-state,65,68,False
5811,2010,montana,north dakota,61,37,False
5815,2010,oregon,montana,55,68,False
5816,2010,washington,montana,63,59,False
5817,2010,montana,northern-arizona,71,54,False
5818,2010,montana,northern-colorado,48,59,False
5821,2010,montana,montana state-northern,57,43,False
5824,2010,montana,great falls,100,52,False
5826,2010,weber-state,montana,64,56,False
5828,2010,montana,portland-state,90,58,False
5829,2010,sacramento-state,montana,56,57,False
5831,2010,northern-colorado,montana,62,64,False
5832,2010,northern-arizona,montana,64,84,False
5833,2010,montana,weber-state,75,61,False
5835,2010,portland-state,montana,76,81,False
5837,2010,montana,sacramento-state,86,58,False
5839,2010,montana,northern-arizona,81,60,False
5840,2010,montana,northern-colorado,68,63,True
5841,2010,weber-state,montana,65,66,False
5842,2010,new-mexico,montana,62,57,True
5844,2010,morehead-state,brescia,86,51,False
5847,2010,tennessee-martin,morehead-state,66,74,False
5848,2010,murray-state,morehead-state,86,56,False
5849,2010,morehead-state,st. catharine,81,53,False
5851,2010,utah-state,morehead-state,79,72,False
5852,2010,weber-state,morehead-state,66,64,True
5854,2010,south dakota,morehead-state,64,66,False
5856,2010,morehead-state,tennessee-state,72,66,False
5857,2010,tennessee-tech,morehead-state,64,77,False
5859,2010,morehead-state,southeast-missouri-state,80,40,False
5861,2010,morehead-state,southern illinois-edwardsville,66,46,False
5863,2010,tennessee-state,morehead-state,50,65,False
5866,2010,morehead-state,tennessee-tech,84,75,False
5868,2010,southeast-missouri-state,morehead-state,54,73,False
5871,2010,morehead-state,murray-state,70,65,False
5872,2010,morehead-state,tennessee-martin,73,63,False
5874,2010,morehead-state,tennessee-tech,76,47,True
