"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2018,"Abilene Christian",51.3716525146963,200,21.6079362791485,21,29.6691568836713,222,43.2397126061398,335
2018,"Air Force",54.8765041165294,321,20.627220291073,46,28.7878787878788,180,33.3122229259025,176
2018,"Akron",54.1016753321779,300,18.5586999676839,165,28.4169124877089,162,39.052570768342,292
2018,"Alabama",47.8178368121442,40,18.6946426184382,157,30.8888888888889,272,36.4800759013283,243
2018,"Alabama A&M",53.9880629408573,297,16.6432890533835,277,32.5426944971537,317,29.7883884970157,85
2018,"Alabama St.",51.9220055710306,229,18.2711858614739,182,34.7209920283437,341,46.5738161559889,346
2018,"Albany",50.6282124500286,162,17.0342790806782,259,24.3478260869565,24,27.1273557966876,38
2018,"Alcorn St.",52.0628078817734,238,17.8935461813255,210,33.0645161290323,323,40.1477832512315,304
2018,"American",54.8902821316614,322,20.395187624615,58,31.3253012048193,290,40.7523510971787,309
2018,"Appalachian St.",51.3165112452002,197,17.1568353681012,254,25.7976298997265,55,36.6428963247394,248
2018,"Arizona",49.8534440644846,119,16.6563248393598,276,25.1215559157212,40,31.1675622862726,122
2018,"Arizona St.",50.6513809275664,165,20.3521916712735,60,30.6244653550043,260,32.725377800938,164
2018,"Arkansas",50.4191321499014,149,19.4445408955402,107,31.683958499601,298,40.8284023668639,311
2018,"Arkansas Pine Bluff",49.2183428869203,87,22.6828598234511,5,37.7906976744186,351,44.7107868681605,340
2018,"Arkansas St.",56.0379528464635,335,18.7855318447722,149,31.4374353671148,294,35.0776308223117,219
2018,"Army",52.4257125530625,249,19.6660616187236,93,27.5896414342629,122,38.0836870830807,273
2018,"Auburn",49.6940336562978,111,20.6775297164353,44,28,144,38.092809790923,274
2018,"Austin Peay",53.9812646370023,296,22.124314913199,11,29.0160642570281,195,39.8711943793911,299
2018,"BYU",51.3299232736573,198,18.4915247178377,168,22.8205128205128,13,28.4398976982097,53
2018,"Ball St.",49.3723849372385,93,16.6635870386857,275,27.4873524451939,114,30.020920502092,93
2018,"Baylor",47.6958525345622,37,17.1654977884605,253,29.7385620915033,226,30.2099334357399,98
2018,"Belmont",48.8934637159032,69,16.8987292774908,264,25.6584536958369,52,26.8142048378796,34
2018,"Bethune Cookman",48.5581874356334,58,17.5642902167758,228,30.4987735077678,251,38.2080329557158,276
2018,"Binghamton",51.6327788046827,218,16.9587047853264,260,26.6802443991853,80,32.4091189155884,156
2018,"Boise St.",48.804891606448,65,16.4489434933725,288,18.3844011142061,1,29.5163979988883,75
2018,"Boston College",51.8018018018018,225,17.5259237622316,232,26.6084193804607,78,27.0744428639165,36
