"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2019,"Abilene Christian",49.8375568551007,133,23.2766338406446,9,28.4810126582278,190,38.2716049382716,298
2019,"Air Force",53.5491198182851,300,17.7859552284575,222,24.1379310344828,18,28.5633162975582,65
2019,"Akron",45.4520244037715,13,19.0583485894006,135,29.873417721519,250,30.5601774819745,117
2019,"Alabama",48.9252564728871,92,16.8787000881723,274,27.9776179056755,165,29.5554469956033,86
2019,"Alabama A&M",53.6705202312139,308,20.9497126847537,46,31.866028708134,305,38.8439306358381,306
2019,"Alabama St.",53.0453697949037,288,21.2452198255393,36,32.3189926547744,316,36.8551895587321,275
2019,"Albany",52.13133640553,242,18.5492519786468,165,28.2712511938873,179,30.241935483871,107
2019,"Alcorn St.",52.6697429136454,267,18.1642855677365,189,31.496062992126,293,36.5194462755438,266
2019,"American",48.1568168519602,54,17.7265462294764,226,27.3854961832061,143,34.815681685196,230
2019,"Appalachian St.",53.8095238095238,314,17.3739425889276,250,29.7192642787996,246,34.0616246498599,217
2019,"Arizona",50.8826879271071,176,20.3499053164128,67,25.936329588015,76,35.0227790432802,235
2019,"Arizona St.",48.5301444942701,70,18.9766994955561,140,26.9498069498069,114,38.5650224215247,303
2019,"Arkansas",49.3519958527735,112,22.5154844849786,16,34.8039215686275,347,41.6796267496112,332
2019,"Arkansas Pine Bluff",51.5954244431066,211,19.7496869603404,97,30.7170542635659,271,44.9729078868152,347
2019,"Arkansas St.",51.5822784810127,210,17.0824484842827,266,29.9145299145299,252,43.7284234752589,344
2019,"Army",53.3092324805339,295,18.7472119169024,155,22.8678537956888,8,28.3648498331479,60
2019,"Auburn",51.8324607329843,224,25.2272454250591,1,33.2482993197279,333,36.8062827225131,272
2019,"Austin Peay",52.547065337763,256,20.7767783679706,53,30.0278035217794,256,34.21926910299,219
2019,"BYU",50.6799163179916,167,17.6237017295944,231,26.9691780821918,115,35.407949790795,241
2019,"Ball St.",47.2292191435768,29,17.8655990356881,216,28.731045490822,204,30.3274559193955,111
2019,"Baylor",49.1171749598716,106,18.568443569684,163,29.3916023993145,234,36.490101658641,265
2019,"Belmont",48.7085769980507,84,16.0419688061194,315,24.9603803486529,41,27.4366471734893,39
2019,"Bethune Cookman",47.8126752664049,42,19.712105627132,98,31.5092674315975,295,36.6236679753225,270
2019,"Binghamton",52.3035230352304,251,16.7575781425,284,31.689497716895,300,25.2032520325203,14
2019,"Boise St.",51.7805020431991,220,18.486208284949,170,24.3705941591138,20,33.5668417980152,203
2019,"Boston College",48.4210526315789,67,16.6233283803863,294,31.4673452078032,292,29.4210526315789,83
2019,"Boston University",54.6206503137479,329,18.2056409902765,185,25.1261352169526,47,32.4586423274387,167
2019,"Bowling Green",50.8273009307135,173,17.8168009869739,221,24.7508305647841,33,31.1271975180972,128
2019,"Bradley",47.6060935799782,38,18.4073629451781,173,26.7011197243755,103,35.6365614798694,246
2019,"Brown",47.7166276346604,41,21.1458746030714,42,27.1324863883848,129,31.615925058548,143
2019,"Bryant",54.8708920187793,331,18.5914339727149,162,30.2040816326531,260,35.4460093896714,242
2019,"Bucknell",49.2230576441103,108,16.6437268395977,291,27.6150627615063,153,32.4310776942356,163
2019,"Buffalo",47.3461719116956,32,20.3466970082324,68,27.0110701107011,118,31.892907468295,151
2019,"Butler",52.7186098654709,271,18.9424544393572,143,27.5992438563327,151,36.322869955157,263
2019,"Cal Baptist",48.8415779586725,87,15.0519887770259,339,28.8711288711289,210,39.6368190356919,318
2019,"Cal Poly",52.5961538461538,261,15.5775075987842,325,31.4472252448313,290,38.0769230769231,295
2019,"Cal St. Bakersfield",51.4576271186441,205,20.2054643152558,73,29.1304347826087,221,51.728813559322,352
2019,"Cal St. Fullerton",48.3421052631579,64,16.7675315625737,282,26.7343485617597,104,35.6842105263158,247
2019,"Cal St. Northridge",51.5700483091787,209,17.0724851917011,267,32.4654190398698,318,32.1739130434783,159
2019,"California",56.9086651053864,348,20.4670813284826,62,31.4405888538381,289,36.1241217798595,260
2019,"Campbell",54.5707226683138,327,19.5433711081363,104,28.8912579957356,212,36.0098826436072,258
2019,"Canisius",53.5634118967452,302,20.5269331408463,60,31.9006685768863,308,36.8686868686869,277
2019,"Central Arkansas",51.9018743109151,228,17.9752436072941,212,30.8957952468007,277,34.2888643880926,222
2019,"Central Connecticut",53.0365566037736,286,18.1011900080463,197,29.9412915851272,253,37.2051886792453,282
2019,"Central Michigan",50.1942690626518,151,18.6729752941362,157,33.1147540983607,331,28.8003885381253,73
2019,"Charleston",52.1102982554868,240,19.0587959159723,134,25.8902791145332,72,26.3927968486213,21
