Season,TeamName,eFG_Pct,RankeFG_Pct,TO_Pct,RankTO_Pct,OR_Pct,RankOR_Pct,FT_Rate,RankFT_Rate
2010,"Air Force",53.1845,327,19.9856,200,31.5758,119,39.9707,226
2010,Akron,47.054,87,20.9747,136,32.8815,189,41.4621,250
2010,Alabama,47.6644,115,21.383,106,34.0027,233,36.5052,151
2010,"Alabama A&M",48.1283,137,26.1749,5,40.758,347,43.0863,273
2010,"Alabama St.",48.8764,163,23.4917,26,31.6212,121,48.8764,328
2010,Albany,49.7204,204,18.492,274,32.5571,171,35.123,123
2010,"Alcorn St.",52.2751,315,20.8058,145,39.7408,346,44.7176,290
2010,American,47.8044,118,14.9422,346,27.2518,8,38.8759,203
2010,"Appalachian St.",48.8584,160,15.5662,343,27.4556,11,32.7245,73
2010,Arizona,48.7222,156,18.323,282,31.1682,102,38.2778,192
2010,"Arizona St.",45.5542,43,20.8054,146,30.9009,92,34.7955,117
2010,Arkansas,49.2932,180,20.3144,180,34.2162,244,34.9738,121
2010,"Arkansas Little Rock",51.6456,292,17.5251,318,33.2322,202,39.7468,221
2010,"Arkansas Pine Bluff",45.5233,41,20.3681,178,27.7825,17,54.5349,342
2010,"Arkansas St.",46.1194,54,17.7191,310,30.7229,84,35.2239,126
2010,Army,48.8863,164,26.3456,4,31.0486,96,48.1567,323
2010,Auburn,51.8203,300,21.201,120,32.3904,165,38.339,193
2010,"Austin Peay",51.2034,274,19.5352,227,35.139,281,34.0974,98
2010,"Ball St.",45.3416,38,18.0316,291,31.4869,117,32.1118,67
2010,Baylor,44.4364,20,17.7288,309,32.5411,169,34.1558,99
2010,Belmont,45.7464,47,20.6206,157,33.9822,231,37.1021,170
2010,"Bethune Cookman",49.124,171,21.8289,76,33.3692,206,45.8304,302
2010,Binghamton,49.4475,191,17.6589,313,34.1797,243,33.0264,82
2010,"Boise St.",51.1111,266,20.3091,181,31.5523,118,30.8943,44
2010,"Boston College",47.8385,122,17.8168,305,32.2042,156,31.0011,45
2010,"Boston University",46.7857,78,20.4899,169,30.8694,90,42.449,266
2010,"Bowling Green",50.7448,257,20.2833,184,32.0248,146,34.5207,108
2010,Bradley,47.4206,104,18.6868,264,32.6764,178,30.4989,39
2010,Brown,50.1106,226,14.8562,347,33.2393,203,24.7651,4
2010,Bryant,50.7477,258,19.1752,245,36.9965,318,43.053,271
2010,Bucknell,49.3134,182,19.7063,220,31.2712,110,37.791,178
2010,Buffalo,51.8565,303,21.5246,96,31.0985,99,38.0743,184
2010,Butler,46.5909,68,21.8931,75,27.814,18,34.5558,110
2010,BYU,46.5978,69,22.0702,70,27.2016,7,36.3407,145
2010,"Cal Poly",51.8937,305,17.9981,295,31.2012,106,54.1234,340
2010,"Cal St. Bakersfield",50.6184,250,18.8169,259,36.3858,304,36.5724,152
2010,"Cal St. Fullerton",48.1056,135,17.738,308,32.0892,147,39.3226,214
2010,"Cal St. Northridge",48.9315,165,22.3342,59,35.0936,278,47.8356,319
2010,California,48.3685,144,18.8841,255,30.7377,86,33.2831,85
2010,Campbell,50.8425,261,27.5794,2,33.4857,211,42.4176,264
2010,Canisius,47.8191,121,19.7525,217,33.7416,223,31.5563,55
2010,Centenary,55.4781,343,21.82,78,36.4849,307,45.8831,303
2010,"Central Arkansas",50.493,244,20.4041,177,33.7602,224,34.5775,112
2010,"Central Connecticut",50.3717,239,22.5196,54,34.4152,250,28.5626,16
2010,"Central Michigan",47.8404,123,23.4744,27,32.5836,174,54.8316,344
2010,"Charleston Southern",49.5483,194,20.5456,164,35.1322,279,38.7074,200
2010,Charlotte,47.1179,91,17.641,315,32.7137,181,32.0465,66
2010,Chattanooga,51.3988,282,20.4252,173,31.83,133,31.4317,51
2010,"Chicago St.",53.4674,332,23.2436,32,33.0601,197,47.1567,310
2010,Cincinnati,47.1853,93,17.9831,297,29.17,37,35.9775,138
2010,Clemson,46.3801,58,24.6765,9,33.6412,217,35.4072,130
2010,"Cleveland St.",52.1325,310,23.3536,30,35.5648,290,50.6562,336
2010,"Coastal Carolina",43.8661,9,20.4126,176,32.5671,172,29.6005,23
2010,Colgate,51.186,271,18.9435,253,29.8438,53,36.7665,158
2010,"College of Charleston",49.3798,187,19.2213,244,38.6283,339,31.2977,47
