Season,TeamName,eFG_Pct,RankeFG_Pct,TO_Pct,RankTO_Pct,OR_Pct,RankOR_Pct,FT_Rate,RankFT_Rate
2013,"Air Force",51.9062,298,19.1073,222,31.8647,169,36.5625,187
2013,Akron,44.5449,28,20.177,161,30.4233,107,34.935,144
2013,Alabama,45.7429,60,22.6185,42,32.8696,218,32.7212,92
2013,"Alabama A&M",49.7577,221,17.357,302,31.9319,173,36.0388,173
2013,"Alabama St.",49.4021,205,19.4097,203,34.4322,284,38.041,229
2013,Albany,48.3225,159,19.8655,177,28.2476,48,27.8139,23
2013,"Alcorn St.",44.4036,26,19.112,221,35.9859,321,46.9757,335
2013,American,51.3325,276,15.6275,338,26.999,20,27.8553,24
2013,"Appalachian St.",51.4449,281,18.7553,240,30.3245,104,35.2197,153
2013,Arizona,46.5951,84,19.8179,182,26.6611,14,32.9492,97
2013,"Arizona St.",46.449,80,18.0575,277,30.0455,96,26.6444,14
2013,Arkansas,49.1599,197,24.6421,12,33.5145,249,44.3801,319
2013,"Arkansas Little Rock",48.7583,181,23.2172,27,32.6316,202,42.8831,307
2013,"Arkansas Pine Bluff",46.89,102,23.5171,22,35.6464,313,37.6794,217
2013,"Arkansas St.",46.6501,87,23.1352,29,30.2885,102,35.67,165
2013,Army,48.5782,166,18.4747,257,29.8617,90,36.8483,198
2013,Auburn,49.7086,218,19.8003,183,29.9725,92,43.007,308
2013,"Austin Peay",52.0255,302,18.1928,270,35.3506,307,29.3563,41
2013,"Ball St.",50.9021,258,19.3852,206,29.3319,70,36.7912,195
2013,Baylor,45.7386,59,18.7015,242,32.7881,214,33.286,108
2013,Belmont,47.9758,145,24.9527,9,34.2427,273,36.9789,202
2013,"Bethune Cookman",50.978,262,22.3525,48,32.1289,185,46.8215,334
2013,Binghamton,51.4208,279,16.8221,317,30.3468,105,31.3785,68
2013,"Boise St.",51.4229,280,19.977,172,24.3983,3,42.2237,297
2013,"Boston College",51.1184,269,17.8636,284,30.705,120,29.078,37
2013,"Boston University",47.4186,121,21.4668,86,31.2925,148,33.1899,103
2013,"Bowling Green",47.9839,146,19.9931,171,31.6306,158,34.2432,130
2013,Bradley,50.9615,260,21.7458,71,31.8142,167,35.3098,155
2013,Brown,49.4824,206,18.4508,259,27.1429,28,33.9544,125
2013,Bryant,51.7727,295,17.6545,287,29.7852,84,30.2195,54
2013,Bucknell,42.5332,4,14.0935,347,24.2604,2,29.3695,42
2013,Buffalo,47.216,113,17.0666,313,32.5153,195,36.804,196
2013,Butler,46.6898,91,17.387,300,26.3291,11,36.1452,174
2013,BYU,48.1057,152,19.2487,212,27.605,34,37.5872,212
2013,"Cal Poly",52.9371,318,19.5853,192,28.2081,45,38.5625,243
2013,"Cal St. Bakersfield",51.5012,284,21.9281,66,30.184,100,52.4249,345
2013,"Cal St. Fullerton",54.0557,333,22.8072,36,37.0821,333,36.5897,189
2013,"Cal St. Northridge",54.657,338,22.0228,57,30.9575,131,39.7734,264
2013,California,44.2559,20,16.7979,318,30.6954,119,32.4804,86
2013,Campbell,51.6043,287,20.2269,152,34.5887,291,39.2157,253
2013,Canisius,50.3631,242,19.8408,180,33.4483,246,32.3652,83
2013,"Central Arkansas",50.6644,251,19.3721,208,36.6328,331,40.7279,278
2013,"Central Connecticut",51.6782,291,18.922,231,35.2627,305,29.3021,40
2013,"Central Michigan",54.9661,339,19.7838,185,33.119,233,34.7933,142
2013,"Charleston Southern",48.2509,156,19.4932,200,28.9296,61,28.9505,33
2013,Charlotte,46.9482,108,20.1996,155,31.1242,138,39.2915,258
2013,Chattanooga,53.5056,326,18.5026,254,27.6954,36,32.6203,87
2013,"Chicago St.",50.5003,247,23.5296,21,33.8282,258,48.0987,340
2013,Cincinnati,43.3009,9,20.2222,153,29.8374,89,32.7391,94
2013,Clemson,46.7762,99,20.3805,149,31.7829,164,32.92,96
2013,"Cleveland St.",52.248,307,21.0946,104,32.6369,203,45.1635,325
2013,"Coastal Carolina",49.5905,210,21.9938,61,30.6193,116,39.166,251
2013,Colgate,49.13,194,15.1998,341,27.0035,21,32.9527,98
2013,"College of Charleston",44.9767,36,15.5368,339,27.4286,29,26.9291,16
2013,Colorado,45.9333,69,19.3765,207,30.4348,108,25.2868,6
2013,"Colorado St.",48.6151,170,16.4745,321,23.1897,1,36.4109,183
2013,Columbia,49.273,199,20.0271,169,26.9677,18,42.4071,301
2013,Connecticut,45.2653,41,20.1127,166,35.9821,319,30.9755,62
2013,"Coppin St.",50.0566,235,23.2635,26,39.1544,346,37.1461,206
2013,Cornell,52.7954,315,20.6023,138,28.3262,49,37.3571,207
2013,Creighton,45.9257,68,16.1065,327,27.1007,25,26.1331,12
2013,Dartmouth,50.7413,254,20.9549,115,31.0012,134,43.0689,310
2013,Davidson,45.2803,42,18.7906,238,28.4697,53,36.3844,181
2013,Dayton,49.2447,198,21.0243,109,30.3675,106,37.4622,208
2013,Delaware,46.4757,81,15.9014,331,32.0442,182,32.9615,99
2013,"Delaware St.",48.8002,184,20.9264,118,37.574,340,32.1536,81
2013,Denver,47.2935,116,26.2102,3,34.1357,269,41.0132,280
2013,DePaul,51.5434,285,21.5397,84,35.682,314,36.2427,177
2013,Detroit,53.2086,323,22.929,32,31.1783,141,35.5912,163
2013,Drake,51.3727,277,18.828,236,28.6837,58,38.493,242
2013,Drexel,48.6833,173,18.8087,237,25.9686,9,43.4496,313
2013,Duke,45.4634,51,20.4363,146,32.2706,186,32.7317,93
2013,Duquesne,51.4892,283,17.3486,304,33.211,238,32.8185,95
2013,"East Carolina",48.8889,187,18.5319,252,35.617,310,33.2275,105
2013,"East Tennessee St.",54.1008,335,21.1428,100,35.5289,308,33.4505,113
2013,"Eastern Illinois",54.0967,334,21.2509,97,29.7896,85,37.6091,214
2013,"Eastern Kentucky",51.2143,273,25.4893,6,37.9695,342,43.7159,316
2013,"Eastern Michigan",46.5102,82,22.7393,38,37.1807,334,37.6269,215
2013,"Eastern Washington",48.0537,150,15.8262,332,35.2645,306,36.1915,175
2013,Elon,46.7714,98,19.1369,218,29.991,94,36.4747,185
2013,Evansville,50.7058,253,21.5492,83,29.6655,80,34.4191,135
2013,Fairfield,44.3928,25,21.7164,73,32.3785,190,45.5549,327
2013,"Fairleigh Dickinson",52.6022,314,17.4922,297,38.552,344,35.7408,167
2013,FIU,51.0651,265,25.5567,5,35.9852,320,37.0754,205
2013,Florida,43.3052,10,22.424,45,28.3902,51,29.8893,48
2013,"Florida A&M",50.461,244,22.6772,39,37.4263,337,42.2249,298
2013,"Florida Atlantic",45.7805,62,17.1088,310,34.3322,278,36.4038,182
2013,"Florida Gulf Coast",46.9322,106,22.1407,55,32.8937,221,32.7066,90
2013,"Florida St.",49.7084,217,20.617,136,36.6319,330,34.7826,141
2013,Fordham,50.9915,264,16.2657,324,31.9709,176,44.8159,321
2013,"Fresno St.",45.3571,46,20.2014,154,34.9515,296,47.1429,337
2013,Furman,52.5767,312,17.1944,307,33.4746,248,29.2024,39
2013,"Gardner Webb",48.3458,160,23.366,25,31.1637,140,34.769,140
2013,"George Mason",47.2627,114,21.8057,69,33.6371,253,44.5003,320
2013,"George Washington",47.3716,119,21.2679,95,30.7985,126,32.6762,89
2013,Georgetown,42.9958,8,22.3702,47,30.9502,130,35.2941,154
2013,Georgia,44.9531,35,18.4826,256,30.4613,109,37.8521,224
2013,"Georgia Southern",49.7219,219,20.466,143,34.3564,279,37.021,204
2013,"Georgia St.",51.1146,268,20.9425,117,32.6267,201,37.0064,203
2013,"Georgia Tech",45.3644,47,18.9584,229,28.3379,50,33.0029,101
2013,Gonzaga,44.9189,34,20.8376,126,29.7976,86,29.9459,49
2013,"Grambling St.",52.1985,305,14.7569,345,38.8747,345,34.9376,145
2013,"Green Bay",47.6778,132,17.818,285,26.867,15,33.945,123
2013,Hampton,43.8336,13,22.2912,49,32.6616,205,42.5247,302
2013,Hartford,49.3662,204,24.8567,10,30.8746,128,41.4943,286
2013,Harvard,49.1591,196,20.8592,125,31.4317,152,31.2419,67
2013,Hawaii,48.7547,180,17.3142,305,29.5118,74,31.9437,76
2013,"High Point",47.9734,144,19.7491,186,31.4651,153,41.5453,289
2013,Hofstra,48.865,185,20.6263,135,32.4078,191,36.6786,191
