Season,TeamName,eFG_Pct,RankeFG_Pct,TO_Pct,RankTO_Pct,OR_Pct,RankOR_Pct,FT_Rate,RankFT_Rate
2012,"Air Force",48.4375,152,21.3802,111,31.591,149,38.1541,219
2012,Akron,46.44,57,20.6979,149,33.2337,225,33.9936,122
2012,Alabama,43.7171,9,21.2554,118,31.1969,132,38.2233,220
2012,"Alabama A&M",49.1532,179,20.6398,152,33.767,238,53.0928,341
2012,"Alabama St.",48.1233,141,23.6314,25,33.5401,234,41.689,275
2012,Albany,52.3037,294,20.0521,178,32.4253,189,27.9581,20
2012,"Alcorn St.",48.0869,137,21.9093,86,38.7755,340,44.5525,311
2012,American,46.3563,52,17.6442,299,30.4209,97,32.7357,86
2012,"Appalachian St.",48.8225,165,16.1755,333,32.3054,185,39.7343,246
2012,Arizona,44.8959,24,18.1372,282,29.7628,69,32.6562,83
2012,"Arizona St.",49.6002,200,17.8046,293,29.8765,73,38.3149,223
2012,Arkansas,48.6043,158,23.051,37,36.4198,319,36.8363,190
2012,"Arkansas Little Rock",48.1699,142,21.8143,88,31.9233,161,45.4248,319
2012,"Arkansas Pine Bluff",50.6995,240,21.5287,105,35.1715,290,42.3055,285
2012,"Arkansas St.",51.2284,257,20.1153,173,30.7656,115,27.8615,17
2012,Army,51.6594,272,22.134,73,30.5269,101,36.5686,182
2012,Auburn,47.0321,84,21.723,94,32.7618,204,37.977,214
2012,"Austin Peay",52.7984,309,21.5729,102,35.8337,306,35.4083,157
2012,"Ball St.",47.8,121,22.2198,71,32.5376,196,33.2667,103
2012,Baylor,47.6156,107,21.0518,131,32.2531,177,33.4307,109
2012,Belmont,48.2561,146,20.8473,141,32.0312,164,35.6064,161
2012,"Bethune Cookman",51.7231,274,23.9183,20,37.201,328,43.0472,299
2012,Binghamton,53.5258,319,19.6792,194,31.2053,134,37.69,207
2012,"Boise St.",52.9632,311,19.6707,196,25.5562,4,39.2371,238
2012,"Boston College",49.5498,196,18.0549,285,32.7908,205,28.4187,23
2012,"Boston University",47.3609,101,20.3176,163,32.1445,171,31.4974,66
2012,"Bowling Green",50.627,238,23.0723,35,32.3146,186,36.5517,181
2012,Bradley,51.4088,265,19.19,224,31.3012,140,32.3204,75
2012,Brown,52.1906,291,17.8801,289,30.9227,122,27.6495,16
2012,Bryant,54.2249,331,17.5929,300,34.5124,269,33.5082,112
2012,Bucknell,46.3161,50,16.4555,331,23.0534,1,35.3768,156
2012,Buffalo,45.5998,36,16.6933,327,29.9101,74,32.4552,80
2012,Butler,46.7079,69,21.6573,98,28.114,37,44.5132,309
2012,BYU,47.6653,110,21.5004,109,26.6694,15,34.3127,131
2012,"Cal Poly",49.2754,186,18.846,239,25.9902,7,44.7895,312
2012,"Cal St. Bakersfield",53.1292,316,22.9781,40,33.4085,227,49.5289,335
2012,"Cal St. Fullerton",50.8267,243,19.2381,222,30.8485,120,38.5181,228
2012,"Cal St. Northridge",54.3384,332,21.6949,95,36.1045,312,49.0239,334
2012,California,46.5079,60,19.5863,198,27.007,21,26.7196,12
2012,Campbell,49.3289,189,17.3819,311,32.5858,197,42.953,298
2012,Canisius,51.728,275,18.3128,270,36.8741,325,34.9575,149
2012,"Central Arkansas",54.6308,335,21.2715,117,37.5406,332,44.0415,305
2012,"Central Connecticut",50.9509,250,24.4048,11,36.8957,326,33.7423,118
2012,"Central Michigan",50,220,22.4571,58,35.1833,293,46.8451,329
2012,"Charleston Southern",53.1013,315,22.3248,63,31.3109,141,34.4937,138
2012,Charlotte,48.9079,170,20.9383,137,30.3756,95,34.1795,126
2012,Chattanooga,49.9712,218,17.4353,308,29.1968,60,30.2245,44
2012,"Chicago St.",52.672,306,19.9452,183,33.6359,236,41.0934,263
2012,Cincinnati,46.1706,46,21.6154,99,34.4053,263,26.2724,9
2012,Clemson,48.6759,162,22.9265,41,30.067,81,30.1387,41
2012,"Cleveland St.",46.8275,74,25.3397,5,34.3066,256,50.8262,338
2012,"Coastal Carolina",47.0246,83,17.0598,318,31.8159,156,33.6999,115
2012,Colgate,52.0944,288,15.0213,345,29.5968,65,36.6372,184
2012,"College of Charleston",47.2208,95,20.8581,139,36.0593,310,25.675,7
