Season,TeamName,Off_1,RankOff_1,Off_2,RankOff_2,Off_3,RankOff_3,Def_1,RankDef_1,Def_2,RankDef_2,Def_3,RankDef_3
2016,Niagara,20.8515,159,55.0556,41,24.0929,303,21.1806,140,47.5694,274,31.2500,99,
2016,Samford,23.9518,24,54.2373,60,21.8109,335,22.9121,63,46.7862,294,30.3017,135,
2016,Appalachian St.,22.5423,65,42.3411,338,35.1166,43,20.9758,150,56.1301,21,22.8941,339,
2016,Howard,28.7138,1,52.4917,99,18.7945,349,20.2183,191,49.7817,189,30.0000,147,
2016,Marquette,22.0501,86,54.8272,46,23.1228,319,17.5654,296,52.2876,93,30.1471,143,
2016,Grambling St.,24.6237,10,50.4515,172,24.9247,277,21.3887,132,50.1774,173,28.4339,215,
2016,Kansas St.,23.5219,33,53.9846,68,22.4936,331,22.1235,91,51.0884,139,26.7881,278,
2016,Colgate,16.1757,339,46.2307,290,37.5936,19,21.1363,144,47.9538,260,30.9100,112,
2016,Saint Peter's,19.4812,229,52.5941,94,27.9247,214,19.1243,251,47.5088,275,33.3669,36,
2016,VCU,17.9432,299,53.7936,74,28.2632,204,20.2459,190,54.9180,36,24.8361,321,
2016,Texas A&M,19.9788,207,50.2122,178,29.8091,152,18.3483,279,47.1115,287,34.5403,21,
2016,Bradley,22.9792,49,49.3072,211,27.7136,221,25.8581,9,49.1533,214,24.9886,320,
2016,Northern Iowa,19.5234,226,44.4816,320,35.9950,35,15.4464,340,51.6071,114,32.9464,47,
2016,North Texas,22.5508,64,53.8817,70,23.5675,313,21.8459,105,50.7197,151,27.4344,254,
2016,Tennessee Tech,23.8826,25,42.7991,336,33.3183,73,17.8020,289,51.1353,138,31.0627,106,
2016,Lehigh,18.0861,294,50.4579,170,31.4560,115,16.8056,322,48.6111,239,34.5833,20,
2016,Tennessee Martin,20.1362,198,47.9353,250,31.9285,108,17.2486,306,46.2768,305,36.4745,6,
2016,Army,18.1112,291,46.6885,281,35.2003,42,17.7273,293,57.8512,4,24.4215,327,
2016,Manhattan,22.7379,60,44.6320,318,32.6301,91,24.4268,17,52.2928,92,23.2804,336,
2016,Oklahoma,17.9783,297,43.1479,332,38.8738,14,16.9266,319,51.3503,123,31.7231,81,
2016,Furman,22.6242,63,47.1665,268,30.2092,141,20.3201,188,50.0667,181,29.6132,168,
2016,Cal Poly,20.0000,204,46.6501,284,33.3499,72,20.8606,158,50.7951,148,28.3442,220,
2016,Princeton,18.3227,281,45.3054,309,36.3719,29,17.4293,302,57.2751,10,25.2956,316,
2016,Charlotte,18.4985,276,50.6192,162,30.8824,128,16.9137,320,52.9837,73,30.1026,144,
2016,Texas Southern,20.1831,192,52.1015,113,27.7154,220,15.8008,338,56.5049,15,27.6943,242,
2016,FIU,18.7003,268,57.0360,18,24.2637,295,20.3067,189,48.3271,251,31.3662,95,
2016,North Carolina,18.6349,270,61.0692,5,20.2960,342,18.0422,287,48.9461,221,33.0118,43,
2016,Bryant,15.4442,343,55.5785,34,28.9773,184,18.2810,280,50.1745,174,31.5445,86,
2016,Lamar,23.0121,48,50.4476,173,26.5403,246,24.2085,23,49.4886,204,26.3030,296,
2016,Northwestern St.,21.3666,130,50.6508,161,27.9826,210,18.7440,267,54.9377,35,26.3183,295,
2016,Savannah St.,22.8022,56,46.3736,288,30.8242,129,23.3465,44,49.8519,187,26.8016,275,
2016,Tulane,18.7500,264,52.3214,105,28.9286,187,20.6839,168,52.7940,78,26.5221,287,
2016,Clemson,19.2219,240,47.7073,258,33.0709,82,17.4087,303,51.8259,110,30.7654,120,
2016,Virginia Tech,25.6098,3,51.5244,130,22.8659,326,19.0551,255,52.1260,101,28.8189,199,
2016,Seton Hall,21.0944,142,54.4013,56,24.5044,289,20.1735,195,52.2343,97,27.5922,247,
2016,Chicago St.,17.9417,300,48.2113,249,33.8470,64,21.5317,124,42.1007,347,36.3676,8,
2016,Mount St. Mary's,18.7556,263,50.6763,160,30.5681,133,22.2612,82,55.1271,31,22.6117,345,
2016,Oral Roberts,21.5213,124,53.9889,67,24.4898,290,18.8361,263,53.8427,55,27.3212,259,
2016,Minnesota,22.2486,81,50.5693,165,27.1822,228,19.3984,233,49.8692,185,30.7323,123,
2016,Idaho,24.4671,14,48.8415,229,26.6914,242,22.1028,92,43.2710,340,34.6262,18,
2016,Cal St. Northridge,24.4478,15,57.3293,12,18.2229,351,19.2130,246,50.3704,166,30.4167,130,
2016,UC Riverside,21.1502,139,46.1977,293,32.6521,90,21.7949,108,51.8315,109,26.3736,293,
2016,Boise St.,21.8860,97,46.6667,282,31.4474,116,19.8424,215,49.1423,215,31.0153,107,
2016,UCLA,18.1452,290,57.6613,9,24.1935,300,19.0224,258,48.2281,253,32.7495,51,
2016,Long Beach St.,20.6571,168,46.0780,298,33.2649,75,20.8486,159,49.7756,191,29.3758,179,
2016,Wyoming,23.4597,36,34.3128,351,42.2275,3,21.3990,130,47.9521,261,30.6489,125,
2016,Holy Cross,20.5558,175,46.2285,291,33.2157,78,18.5685,275,47.9346,263,33.4969,34,
2016,East Carolina,19.7621,216,48.3989,244,31.8390,110,14.9500,346,52.5858,85,32.4641,58,
2016,Loyola MD,22.2488,80,54.6411,50,23.1100,320,21.4159,128,50.9735,144,27.6106,245,
2016,Fordham,18.2160,286,48.5446,240,33.2394,76,21.8252,107,48.1893,255,29.9855,150,
2016,Mississippi Valley St.,20.1483,197,56.4326,25,23.4191,314,18.7870,266,53.4763,60,27.7367,241,
2016,Utah,19.9399,210,50.5445,168,29.5156,161,14.7858,349,53.7068,59,31.5074,89,
2016,Duquesne,17.7147,309,45.9356,304,36.3497,30,21.4889,125,42.1335,346,36.3776,7,
2016,Rutgers,20.4394,183,57.2111,15,22.3496,332,16.3217,330,52.3885,89,31.2898,97,
2016,William & Mary,19.3651,233,50.1587,182,30.4762,134,16.2902,332,49.6877,194,34.0221,27,
2016,Santa Clara,20.1493,195,45.9701,302,33.8806,62,20.8069,162,47.7788,269,31.4143,94,
2016,Southern Illinois,20.8475,160,52.2034,109,26.9492,232,22.9699,60,51.5926,115,25.4374,313,
2016,Ball St.,18.6270,271,44.4537,321,36.9192,24,22.4606,69,46.6725,296,30.8669,114,
2016,James Madison,19.6607,219,46.0200,300,34.3193,57,22.2327,83,46.5379,297,31.2294,101,
2016,Southeast Missouri St.,20.5549,176,56.5119,23,22.9332,324,17.1808,311,51.6374,112,31.1818,102,
2016,Central Arkansas,21.6588,118,52.0379,116,26.3033,248,20.6058,173,48.8055,230,30.5887,128,
2016,Alabama St.,19.3406,236,50.9843,150,29.6752,154,22.2897,80,53.4579,61,24.2523,329,
2016,Baylor,21.3349,132,54.3504,57,24.3147,293,20.9544,153,50.1518,177,28.8937,192,
2016,Coastal Carolina,19.3595,234,50.3824,174,30.2581,140,18.2583,281,48.7877,232,32.9540,46,
2016,Lipscomb,19.0377,252,43.3845,330,37.5778,20,19.9844,205,45.6564,318,34.3592,24,
2016,Utah St.,18.3192,282,47.1199,270,34.5609,55,18.5714,274,50.5714,157,30.8571,116,
2016,Iona,17.6180,312,45.0533,312,37.3288,21,20.6446,171,47.8988,264,31.4565,92,
2016,Butler,21.4556,126,51.7058,126,26.8385,237,20.3498,186,50.0853,179,29.5648,173,
2016,Cincinnati,19.1894,244,49.5451,198,31.2655,122,16.7464,325,48.8038,231,34.4498,22,
2016,Wagner,19.5143,227,54.4666,55,26.0191,255,24.4186,18,48.6512,237,26.9302,270,
2016,SMU,17.6369,311,57.2661,13,25.0970,275,17.1834,310,47.5039,276,35.3127,12,
2016,Florida Gulf Coast,18.8535,258,61.1465,4,20.0000,344,20.4334,182,51.3047,126,28.2618,222,
2016,South Dakota St.,22.6485,61,47.0297,273,30.3218,138,23.3379,45,50.4749,160,26.1872,298,
2016,Oakland,23.2550,42,45.3854,306,31.3596,121,18.3904,278,51.3474,124,30.2622,137,
2016,McNeese St.,21.0668,144,49.3534,209,29.5797,158,19.5474,225,54.0202,54,26.4324,291,
2016,UT Rio Grande Valley,17.4286,319,50.1714,181,32.4000,97,16.7611,324,57.6015,8,25.6374,309,
2016,Western Carolina,21.7352,114,48.9833,224,29.2815,171,24.0086,31,46.3793,299,29.6121,169,
2016,Northeastern,21.2691,135,42.1007,340,36.6302,26,15.0198,345,56.9170,13,28.0632,229,
2016,North Dakota St.,18.8364,259,51.9790,117,29.1845,175,19.1343,249,55.1894,29,25.6763,305,
2016,Villanova,19.2110,243,47.4022,263,33.3868,71,17.5383,299,48.8400,226,33.6217,31,
2016,Alabama A&M,21.9266,95,51.7296,124,26.3438,247,20.4301,183,54.9923,33,24.5776,325,
2016,Indiana St.,24.4391,16,46.7780,278,28.7828,193,24.3756,20,49.9537,183,25.6707,306,
2016,Memphis,24.7023,8,51.5559,129,23.7418,310,22.4686,68,52.0502,104,25.4812,312,
2016,Fairfield,18.9929,253,46.1538,296,34.8533,49,19.2141,245,51.0806,141,29.7053,165,
2016,Troy,20.7845,164,48.8029,230,30.4126,136,19.4470,230,49.8618,186,30.6912,124,
2016,Weber St.,22.0482,87,45.9585,303,31.9932,107,16.5983,327,57.8203,5,25.5814,311,
2016,Akron,16.4988,334,37.2579,350,46.2432,1,19.1408,248,55.2105,27,25.6487,307,
2016,Georgia,24.2815,20,48.2299,248,27.4885,223,24.0608,30,43.1406,341,32.7986,50,
2016,Northwestern,15.2778,344,48.5243,242,36.1979,31,21.4117,129,46.3288,302,32.2596,63,
2016,San Francisco,20.9062,154,49.0803,221,30.0135,147,19.8344,216,44.9869,324,35.1787,15,
2016,Xavier,22.8718,52,49.1779,217,27.9503,213,19.6906,221,48.5786,240,31.7308,79,
2016,Indiana,17.4334,318,46.7658,279,35.8008,36,17.1230,314,56.1504,20,26.7266,279,
