Season,TeamName,FG2Pct,RankFG2Pct,FG3Pct,RankFG3Pct,FTPct,RankFTPct,BlockPct,RankBlockPct,OppFG2Pct,RankOppFG2Pct,OppFG3Pct,RankOppFG3Pct,OppFTPct,RankOppFTPct,OppBlockPct,RankOppBlockPct,F3GRate,RankF3GRate,OppF3GRate,RankOppF3GRate,ARate,RankARate,OppARate,RankOppARate,StlRate,RankStlRate,OppStlRate,RankOppStlRate,DefensiveFingerprint
2014,"Abilene Christian",42.3304,345,37.3333,58,74.6067,25,3.9642,348,56.7775,347,37.0588,293,71.0332,243,15.4867,351,35.6125,98,30.303,82,49.1803,237,57.3684,309,0.0856,209,0.104,307,5.7
2014,"Air Force",49.5848,122,32.8947,233,69.0167,204,9.3679,183,51.1287,270,33.7248,133,70.8141,228,15.0652,350,41.9021,20,40.2159,341,60.6796,20,58.4098,321,0.0804,259,0.1059,315,-2
2014,Akron,49.2704,138,34.6377,160,62.2667,345,10.5107,134,47.0762,118,33.4623,122,71.5556,278,9.0987,131,37.1968,69,27.6767,29,47.6015,270,46.7244,57,0.0999,84,0.099,265,10.7
2014,Alabama,49.113,147,33.271,214,68.272,233,11.5419,84,47.489,131,30.7116,21,74.746,344,11.7647,305,33.3126,165,31.9952,142,47.4432,274,52.7738,209,0.104,57,0.0876,151,3.9
2014,"Alabama A&M",45.0939,305,32.3251,268,66.343,291,10.7852,125,44.4655,43,31.3869,36,68.9139,121,9.2902,145,35.575,99,27.9973,36,58.209,42,45.2421,30,0.0899,169,0.0995,273,17.2
2014,"Alabama St.",47.188,233,28,345,68.4134,227,9.034,191,50.8945,259,31.3525,35,70.2492,191,8.2601,64,32.5829,179,30.3861,87,50.7959,189,49.5845,112,0.0985,95,0.0845,109,7
2014,Albany,47.0312,239,35.9823,96,75,21,8.6177,217,45.9898,79,34.9112,206,72.2533,299,8.0469,54,26.1396,328,36.5801,296,49.1503,239,54.0645,242,0.0849,216,0.0909,186,-0.5
2014,"Alcorn St.",45.2403,302,30.0971,329,65.9016,303,10.1167,150,48.249,157,34.8387,200,71.6828,283,6.9746,14,27.9701,289,31.1453,111,41.3907,343,53.4954,224,0.0833,230,0.08,64,4.4
2014,American,55.1478,8,37.9121,47,70.6542,155,9.8566,163,45.6989,69,31.8812,53,67.8788,70,8.053,55,35.7564,94,31.1536,112,65.7754,1,50.0745,121,0.0989,90,0.1158,345,10.7
2014,"Appalachian St.",44.2529,327,29.3689,339,63.606,338,6.5803,299,51.6451,286,37.0558,292,67.4959,55,10.728,253,28.2967,285,28.2033,42,43.7393,327,51.8072,175,0.0896,172,0.0879,155,9.8
2014,Arizona,50.7042,79,36.3636,83,65.8621,305,11.5333,86,40.2,2,31.9778,57,71.6332,282,7.5544,33,26.4249,324,26.5066,15,57.6305,48,44.7165,20,0.0904,163,0.0722,19,16.1
2014,"Arizona St.",48.7973,161,38.9535,21,69.3774,195,12.7719,48,45.3333,57,32.6493,80,64.7541,3,11.5979,300,37.149,70,27.333,22,56.3397,71,47.1376,65,0.072,311,0.0793,55,13.4
2014,Arkansas,47.9744,202,36.2464,88,72.5768,78,13.8158,24,43.5673,24,34.6341,187,69.7183,157,7.4627,27,33.1591,168,31.0136,105,56.1422,72,48.3313,89,0.1151,22,0.0742,26,7.9
2014,"Arkansas Little Rock",45.7668,281,31.1159,309,74.2978,35,11.4458,93,48.2932,161,34.9325,208,69.2216,135,9.2652,144,27.1246,308,40.1082,338,46.7967,286,57.423,310,0.0816,247,0.0991,266,-0.4
2014,"Arkansas Pine Bluff",44.7047,319,34.0909,179,65.4839,316,6.7538,292,53.268,328,36.8421,284,68.5714,102,13.0346,338,34.9669,116,36.6897,300,53.7964,120,63.3577,348,0.1403,3,0.1107,338,-0.3
2014,"Arkansas St.",48.3384,182,38.5838,30,72.1289,92,7.0248,280,48.2645,158,32.4653,70,72.093,291,8.7613,97,41.0682,28,32.2508,147,53.6814,124,43.7095,12,0.0945,128,0.0879,158,10.3
2014,Army,51.4472,56,33.7818,192,69.8413,180,10.4641,140,49.7046,213,38.9961,339,72.7121,312,9.1503,136,38.4483,51,30.4169,89,54.3115,111,51.201,159,0.0862,202,0.1065,318,5
2014,Auburn,50,104,31.1031,311,72.0548,96,12.7741,47,45.3765,58,38.6243,333,69.3774,141,9.8004,186,33.4139,161,35.0866,253,48.2711,254,60,328,0.0901,166,0.0857,122,-0.4
2014,"Austin Peay",53.539,18,33.4917,205,67.4202,262,13.2662,40,52.882,323,36.2416,269,74.2373,336,8.4392,77,27.6428,294,35.2872,257,54.3092,112,56.5491,296,0.0938,137,0.1076,324,-3.1
2014,"Ball St.",46.2736,269,31.4685,303,68.3706,229,5.6706,323,52.2952,305,33.1111,101,69.6756,154,11.4572,294,38.8851,48,28.8277,48,57.3826,56,53.1507,220,0.0658,333,0.1274,351,8.8
2014,Baylor,48.3525,180,38.0323,41,67.9731,251,14.058,20,46.3768,91,35.5655,247,66.9683,38,8.1226,59,34.29,139,32.7485,171,58.0899,43,61.661,344,0.0781,271,0.0816,70,-5.2
2014,Belmont,56.9106,1,38.9724,20,74.1071,40,6.7146,295,52.1183,303,34.5481,180,69.5548,149,9.9368,195,41.8898,21,35.4156,261,57.492,53,49.9438,118,0.0978,101,0.1048,312,5.3
2014,"Bethune Cookman",41.332,348,35.7895,104,71.2707,133,7.3293,265,51.004,265,35.3057,230,71.0723,245,13.9079,348,35.8265,92,33.7325,210,45.0479,311,57.6419,312,0.0958,113,0.0958,238,-0.2
2014,Binghamton,41.5228,347,31.9859,279,69.2868,200,6.2048,311,49.6381,212,38.4858,331,68.6064,105,10.5584,244,36.6152,81,39.6002,335,47.7157,267,61.0497,340,0.0923,149,0.1114,339,-5.5
2014,"Boise St.",50.2568,97,36.4742,77,75.5589,16,5.8401,318,50.4043,241,35.3141,232,70.5548,208,9.589,174,36.035,88,34.6063,235,44.9819,312,47.3342,70,0.0838,224,0.0687,13,9.8
2014,"Boston College",51.6055,50,35.1471,131,74.3478,33,6.6774,297,50.362,238,37.8723,317,72.8551,318,10.5505,243,43.8144,12,27.4372,26,54.5718,101,47.3881,72,0.0691,321,0.0853,117,9.1
2014,"Boston University",50.9151,71,36.3402,84,71.4044,128,4.8551,340,48.1597,153,35.3941,235,70.6755,219,8.9018,109,39.2315,41,33.6279,207,54.9217,91,52.9621,214,0.1048,51,0.0766,41,4
2014,"Bowling Green",46.4201,265,28.3208,343,63.5914,339,14.7239,16,44.3471,40,35.6343,249,65.2713,11,8.3399,69,23.8922,342,31.9618,140,50.9246,186,56.8149,302,0.1078,40,0.1256,350,3.4
2014,Bradley,45.689,285,32.1503,272,70.0637,173,8.5453,221,50.6612,252,32.6466,79,71.2857,257,8.6221,89,27.8488,291,39.0954,329,42.4411,337,56.6761,298,0.1106,31,0.0915,200,-0.9
2014,Brown,44.7049,318,37.8099,52,67.753,256,11.8943,73,44.0529,33,30.6483,19,70.6362,213,11.1111,280,29.5844,253,30.9611,103,51.7192,162,50.9146,150,0.0798,263,0.0911,193,7.9
2014,Bryant,53.8394,13,33.1624,219,70.451,160,7.5296,259,47.4619,130,36.3914,272,68.6047,104,12.3037,320,33.7955,153,35.6209,268,49.6917,227,50.438,129,0.0927,145,0.0988,263,-0.2
2014,Bucknell,44.6222,323,39.0438,18,74.6124,24,4.4264,344,46.5221,96,33.892,143,66.2835,26,12.4444,330,30.8543,224,32.6642,166,51.1461,178,49.0674,102,0.0723,307,0.0864,131,8.1
2014,Buffalo,50,105,33.7017,195,71.5805,120,11.9744,67,47.6234,138,30.6452,18,68.2842,83,7.655,38,34.4762,131,31.195,114,60.372,23,50.5201,132,0.0987,92,0.1014,288,6.3
2014,Butler,47.3137,227,31.4338,306,65.625,311,6.7416,294,51.4261,281,31.4741,40,68.7739,110,9.4454,159,32.0377,192,30.2592,80,46.0251,303,49.5352,110,0.0901,167,0.0841,106,7.8
2014,BYU,49.2102,141,36.8201,69,69.0711,202,7.2202,269,48.231,155,33.7382,134,71.5198,275,8.8092,102,22.5047,347,34.8542,245,53.7525,122,54.5752,253,0.094,135,0.0822,78,1.8
2014,"Cal Poly",44.2446,328,32.8969,232,68.2373,237,7.6993,254,48.6413,172,33.8028,138,72.3435,303,10.3417,224,35.4614,101,31.0431,107,52.0924,157,55.8865,285,0.0906,160,0.0742,25,3.3
2014,"Cal St. Bakersfield",45.4386,294,38.7156,25,68.7596,217,10.5111,133,49.9518,225,31.3975,37,69.6643,153,9.9123,193,32.3442,185,34.6977,239,49.9314,217,53.5456,229,0.0967,107,0.1026,299,6.5
2014,"Cal St. Fullerton",47.2174,231,33.1023,222,65.8055,307,4.9362,339,50.6383,250,33.9583,144,70.5263,206,9.6522,178,33.4105,162,29.003,57,46.7302,289,53.0343,216,0.0702,318,0.0726,21,10.7
2014,"Cal St. Northridge",47.314,226,36.4341,79,79.0412,1,7.1249,274,52.3051,306,34.5781,181,69.9501,169,8.0579,56,21.044,350,37.7349,315,52.5362,148,55.0343,261,0.0952,119,0.0836,98,-0.7
2014,California,50.2086,100,34.5486,164,68.6192,219,11.1034,113,44.2737,36,35.2941,228,73.1105,324,7.9972,52,28.5998,274,29.9413,71,58.3062,39,50.7059,142,0.0787,268,0.0672,9,6
2014,Campbell,50.1805,101,35.1506,130,68.2578,236,10.4693,139,51.7148,292,35.0211,212,68.2051,80,9.3863,154,45.6152,5,29.9621,74,57.4018,55,48.4438,92,0.0859,205,0.1092,334,3.8
2014,Canisius,49.8797,110,38.5838,31,74.3207,34,10.0554,153,51.3856,278,33.3817,117,72.3188,302,7.3777,24,35.6885,95,35.2971,258,47.4691,273,57.9067,315,0.0995,87,0.086,126,-5.6
2014,"Central Arkansas",46.8638,247,36.6876,71,59.8684,351,10.9957,116,52.0346,299,34.5455,179,72.3785,304,7.0789,17,29.9435,245,27.5862,27,46.4183,294,57.9017,314,0.1044,54,0.0994,270,4.5
2014,"Central Connecticut",47.3301,225,33.4694,207,72.407,84,11.8846,74,48.8115,175,36.6337,279,68.8525,115,10.9223,268,28.3893,279,33.9686,215,49.3992,235,45.5458,34,0.095,121,0.0935,218,3
2014,"Central Michigan",50.8418,75,31.5934,294,70.2163,169,3.3951,351,58.3333,350,36.5108,277,74.5875,340,12.009,310,44.966,6,36.3874,292,48.1698,259,52.8571,211,0.1036,61,0.0885,167,1.9
