"Season","TeamName","Off_1","RankOff_1","Off_2","RankOff_2","Off_3","RankOff_3","Def_1","RankDef_1","Def_2","RankDef_2","Def_3","RankDef_3"
2019,"Abilene Christian",19.0677966101695,166,50.5649717514124,130,30.3672316384181,221,21.7746047934727,40,52.2182559918409,68,26.0071392146864,334
2019,"Air Force",15.7970320727621,308,51.8908568693155,96,32.3121110579225,171,15.3880663974877,328,45.3117990130103,307,39.300134589502,11
2019,"Akron",16.9891458235017,271,44.0773949976404,313,38.933459178858,27,18.1318681318681,204,51.4485514485514,92,30.4195804195804,226
2019,"Alabama",20.0980392156863,107,50,156,29.9019607843137,235,17.6736539251952,237,54.8294286888615,19,27.4969173859433,312
2019,"Alabama A&M",14.6542827657379,329,57.172342621259,8,28.1733746130031,268,18.7308533916849,166,50.4157549234136,132,30.8533916849015,209
2019,"Alabama St.",20.8092485549133,69,46.8733578560168,254,32.3173935890699,170,19.7838345864662,106,51.8796992481203,82,28.3364661654135,296
2019,"Albany",19.7006277160792,123,41.6224046354418,340,38.676967648479,32,15.9702878365831,310,50.0464252553389,150,33.983286908078,106
2019,"Alcorn St.",18.17065684469,212,51.4426028238183,109,30.3867403314917,220,19.4150277357539,125,53.3535047907211,37,27.231467473525,315
2019,"American",19.0189726978251,170,54.6043498380379,39,26.376677464137,314,20.4830917874396,80,57.487922705314,4,22.0289855072464,353
2019,"Appalachian St.",20.5173951828724,82,46.0303300624442,281,33.4522747546833,128,18.3595410114747,191,52.953676158096,51,28.6867828304292,289
2019,"Arizona",19.656236227413,126,49.2728074041428,174,31.0709563684443,198,18.9569160997732,153,52.0634920634921,72,28.9795918367347,283
2019,"Arizona St.",22.7445034116755,16,49.9620924943139,157,27.2934040940106,296,21.8925421010425,39,42.9831595829992,337,35.1242983159583,73
2019,"Arkansas",20.0859710824541,108,49.5506057053537,168,30.3634232121923,222,22.5386493083808,27,44.5077298616762,320,32.953620829943,137
2019,"Arkansas Pine Bluff",22.9249011857708,11,49.2094861660079,176,27.8656126482213,278,22.7231740306582,26,50.7664562669071,115,26.5103697024346,330
2019,"Arkansas St.",22.858451672011,13,47.4576271186441,231,29.6839212093449,242,23.9932174650276,8,47.1386180584994,262,28.8681644764731,285
2019,"Army",14.2857142857143,339,49.8851630684428,161,35.8291226458429,79,15.364238410596,330,50.5960264900662,123,34.0397350993377,105
2019,"Auburn",16.9182169182169,273,39.5928395928396,349,43.4889434889435,7,20.2898550724638,91,43.9613526570048,327,35.7487922705314,58
2019,"Austin Peay",18.8557614826753,178,51.651893634166,102,29.4923448831587,247,18.4357541899441,182,51.9123334765793,81,29.6519123334766,259
2019,"BYU",21.5670755836961,45,51.602690937871,105,26.8302334784329,305,20.4433497536946,83,48.0295566502463,234,31.5270935960591,187
2019,"Ball St.",20.295358649789,94,55.2742616033755,28,24.4303797468354,335,18.4782608695652,178,52.695652173913,58,28.8260869565217,286
2019,"Baylor",17.6085176085176,239,48.7305487305487,191,33.6609336609337,124,20.2432667245873,93,47.6976542137272,245,32.0590790616855,173
2019,"Belmont",15.3762662807525,317,48.9146164978292,183,35.7091172214182,83,16.3248221012976,300,53.1603181247384,44,30.514859773964,224
2019,"Bethune Cookman",18.9564384873145,172,54.1886069889899,50,26.8549545236955,304,20.8449396471681,67,51.9962859795729,76,27.1587743732591,318
2019,"Binghamton",13.5480572597137,348,48.2617586912065,209,38.1901840490798,37,13.9161462979483,349,49.4201605709188,184,36.6636931311329,41
2019,"Boise St.",17.6599474145486,234,50.1314636283961,148,32.2085889570552,174,19.4002726033621,126,48.1599273057701,229,32.4398000908678,161
2019,"Boston College",20.1275045537341,106,50.0910746812386,153,29.7814207650273,239,18.4397163120567,181,48.8475177304965,200,32.7127659574468,147
2019,"Boston University",13.7058053251855,346,58.9262330859886,2,27.3679615888258,295,17.8111587982833,229,50.9012875536481,108,31.2875536480687,194
2019,"Bowling Green",18.877755511022,176,50.1002004008016,151,31.0220440881764,204,17.6372015081693,239,45.915374947633,289,36.4474235441977,45
2019,"Bradley",20.1330376940133,105,48.3370288248337,206,31.529933481153,189,21.418949259093,52,46.519982038617,276,32.0610687022901,172
2019,"Brown",20.8492366412214,66,46.9465648854962,251,32.2041984732824,175,18.4184184184184,183,50.0500500500501,148,31.5315315315315,186
