Season,TeamName,Off_1,RankOff_1,Off_2,RankOff_2,Off_3,RankOff_3,Def_1,RankDef_1,Def_2,RankDef_2,Def_3,RankDef_3
2010,"Air Force",17.9789,308,51.7049,180,30.3162,86,20.4272,205,45.2355,334,34.3373,8
2010,Akron,19.7925,241,51.7012,181,28.5062,129,23.7738,57,53.2921,124,22.9342,299
2010,Alabama,19.8449,237,56.2044,60,23.9507,252,20.2605,213,53.5456,118,26.1939,206
2010,"Alabama A&M",27.6567,1,54.3597,115,17.9837,339,22.0779,114,56.0297,41,21.8924,321
2010,"Alabama St.",24.4841,30,47.7412,286,27.7747,148,25.1613,29,52.2581,155,22.5806,310
2010,Albany,19.5815,252,51.42,192,28.9985,117,19.6203,235,50.2712,232,30.1085,58
2010,"Alcorn St.",23.5638,54,54.8936,96,21.5426,299,21.3611,150,52.321,153,26.3179,200
2010,American,20.3503,202,51.2107,196,28.4389,135,21.6035,135,54.0566,97,24.3399,272
2010,"Appalachian St.",21.72,131,48.16,277,30.12,91,17.8678,303,48.3582,297,33.774,11
2010,Arizona,24.4504,32,49.4392,242,26.1104,192,21.451,144,54.3663,87,24.1827,275
2010,"Arizona St.",20.2089,208,42.8701,339,36.921,14,20.6914,190,51.29,195,28.0186,140
2010,Arkansas,22.2501,102,52.5303,154,25.2196,218,20.4142,206,50.0423,243,29.5435,82
2010,"Arkansas Little Rock",25.1351,18,47.1351,297,27.7297,152,21.1213,165,47.2692,317,31.6095,36
2010,"Arkansas Pine Bluff",26.5466,5,53.9243,132,19.5291,327,28.3951,3,48.2853,300,23.3196,292
2010,"Arkansas St.",21.3814,150,55.4596,80,23.159,265,21.093,168,55.7712,47,23.1359,297
2010,Army,17.783,314,54.6532,103,27.5637,156,25.6425,24,40.8879,345,33.4696,15
2010,Auburn,19.0026,285,47.7214,287,33.276,36,20.817,183,51.2821,196,27.9009,144
2010,"Austin Peay",24.0637,44,50.0936,225,25.8427,197,18.8096,273,51.8855,170,29.3049,90
2010,"Ball St.",26.3579,6,54.7742,101,18.8679,333,19.6035,236,51.9824,167,28.4141,126
2010,Baylor,19.4747,259,53.0582,145,27.4672,158,20.7164,188,48.3384,298,30.9452,46
2010,Belmont,21.8888,123,45.8076,317,32.3036,51,21.516,141,55.7439,48,22.7401,308
2010,"Bethune Cookman",20.6956,184,59.9772,15,19.3273,329,23.2622,71,47.1812,320,29.5567,80
2010,Binghamton,19.005,284,56.0089,66,24.986,224,18.5129,281,49.4689,260,32.0182,31
2010,"Boise St.",16.565,335,59.6338,19,23.8012,253,17.026,323,56.5772,35,26.3968,196
2010,"Boston College",18.1818,301,59.5804,20,22.2378,289,17.8711,301,60.1563,7,21.9727,320
2010,"Boston University",22.231,106,42.1677,341,35.6013,22,23.4238,68,48.7683,283,27.8079,149
2010,"Bowling Green",19.8134,239,59.9341,16,20.2525,319,18.8503,271,46.5044,325,34.6453,6
2010,Bradley,22.0469,119,50.9804,199,26.9727,164,19.9138,224,48.0613,304,32.0249,30
2010,Brown,21.7617,130,49.0155,258,29.2228,111,14.4811,346,57.9245,19,27.5943,154
2010,Bryant,17.4165,322,51.928,171,30.6555,82,21.8705,125,49.2086,270,28.9209,105
2010,Bucknell,21.3288,152,49.7833,233,28.8878,119,21.5947,136,48.7897,281,29.6156,77
2010,Buffalo,20.8955,175,50.65,208,28.4545,134,20.3865,208,51.4976,186,28.1159,136
