Season,TeamName,Off_1,RankOff_1,Off_2,RankOff_2,Off_3,RankOff_3,Def_1,RankDef_1,Def_2,RankDef_2,Def_3,RankDef_3
2012,"Air Force",20.8181,144,48.2295,273,30.9524,95,21.9555,96,45.5504,331,32.4941,29
2012,Akron,21.1775,125,54.0449,124,24.7776,232,20.2665,176,57.261,27,22.4724,315
2012,Alabama,20.7494,150,60.1405,16,19.1101,333,22.0021,95,52.3462,174,25.6517,241
2012,"Alabama A&M",20.3902,168,53.7445,132,25.8653,204,26.2838,11,53.672,112,20.0442,338
2012,"Alabama St.",18.638,265,50.1792,222,31.1828,89,22.0836,91,56.7553,36,21.1612,328
2012,Albany,21.3616,115,48.6751,260,29.9633,114,15.0149,340,54.1046,94,30.8805,54
2012,"Alcorn St.",22.5,58,57.5,44,20,326,23.2004,51,53.651,114,23.1486,309
2012,American,19.7183,217,47.2074,292,33.0743,50,19.4877,221,53.2396,129,27.2727,187
2012,"Appalachian St.",20.1538,189,50.7692,202,29.0769,131,21.3521,129,56.9066,33,21.7412,323
2012,Arizona,23.5099,30,44.4536,327,32.0364,69,19.49,220,57.286,26,23.224,307
2012,"Arizona St.",21.2586,122,50.0264,227,28.715,137,21.5467,122,47.6654,311,30.7879,55
2012,Arkansas,20.7916,145,52.4576,160,26.7508,181,20.3944,167,54.0565,95,25.5491,243
2012,"Arkansas Little Rock",24.1987,18,50.641,208,25.1603,223,23.6665,37,47.7473,309,28.5862,132
2012,"Arkansas Pine Bluff",22.7521,48,55.6384,86,21.6095,309,20.9079,148,48.9742,264,30.1179,82
2012,"Arkansas St.",22.3923,67,52.9187,148,24.689,234,15.7484,334,55.7392,54,28.5124,134
2012,Army,21.6356,101,43.2712,336,35.0932,32,19.5514,217,49.4393,255,31.0093,49
2012,Auburn,20.2884,177,55.6128,88,24.0989,251,21.6843,110,47.6046,312,30.711,62
2012,"Austin Peay",22.2481,72,59.4216,17,18.3302,338,18.6895,259,54.2656,90,27.0449,196
2012,"Ball St.",22.0033,79,47.619,284,30.3777,107,19.5738,215,47.7846,308,32.6416,27
2012,Baylor,20.481,163,52.1866,169,27.3324,164,19.4319,226,52.2849,176,28.2832,145
2012,Belmont,20.4007,167,46.7031,300,32.8962,51,19.4613,224,54.4744,80,26.0643,228
2012,"Bethune Cookman",20.2986,176,55.623,87,24.0784,252,22.6142,75,54.455,81,22.9308,310
2012,Binghamton,21.3394,116,56.1862,75,22.4745,296,19.699,212,51.71,192,28.591,131
2012,"Boise St.",20.2558,178,45.8312,312,33.913,38,20.0103,194,47.428,313,32.5617,28
2012,"Boston College",19.0944,243,44.0807,332,36.8249,13,17.1294,309,53.0824,138,29.7882,93
2012,"Boston University",19.2176,239,51.1491,189,29.6333,121,18.8299,256,51.2291,211,29.941,88
2012,"Bowling Green",15.5545,341,61.9235,7,22.5221,294,19.3307,233,54.4456,83,26.2238,222
2012,Bradley,21.7903,94,55.0384,98,23.1714,277,17.5089,302,53.3688,123,29.1223,111
2012,Brown,15.7057,339,46.8973,296,37.397,9,15.5651,336,53.2567,126,31.1782,47
2012,Bryant,17.8726,299,48.2721,271,33.8553,40,17.6913,291,51.9239,188,30.3848,68
2012,Bucknell,22.4709,60,53.121,147,24.4081,242,21.4592,126,46.9242,321,31.6166,38
2012,Buffalo,19.2469,238,52.4407,161,28.3124,149,19.8917,201,48.3506,285,31.7578,35
2012,Butler,22.6264,51,55.0133,99,22.3602,297,24.2701,23,50.2737,238,25.4562,247
2012,BYU,19.8058,213,53.9806,125,26.2136,197,19.4235,227,51.7073,193,28.8692,116
2012,"Cal Poly",17.2396,313,50.7583,203,32.002,72,24.0021,28,51.4103,203,24.5875,276
2012,"Cal St. Bakersfield",18.7683,258,53.6657,135,27.566,161,25.2721,13,48.4619,280,26.266,219
2012,"Cal St. Fullerton",20.244,182,46.0009,310,33.7551,41,20.688,155,51.2183,212,28.0936,153
2012,"Cal St. Northridge",24.5041,12,48.5414,264,26.9545,177,23.8987,29,44.962,338,31.1392,48
2012,California,19.7189,216,60.9343,12,19.3468,332,16.4449,326,57.0342,30,26.5209,212
2012,Campbell,21.6586,98,57.1681,50,21.1734,317,23.5039,41,48.9159,267,27.5802,173
2012,Canisius,18.626,267,52.2137,168,29.1603,130,19.5949,214,50.8146,227,29.5905,99
2012,"Central Arkansas",15.9889,338,60.9471,11,23.0641,281,20.3494,169,59.1124,7,20.5382,334
2012,"Central Connecticut",20.4926,162,52.9064,149,26.601,186,18.4985,267,54.5633,77,26.9382,198
2012,"Central Michigan",18.7467,260,50.5483,212,30.705,101,24.3491,20,45.4195,333,30.2314,75
2012,"Charleston Southern",19.6209,222,47.6777,283,32.7014,54,18.1463,278,52.5854,159,29.2683,106
2012,Charlotte,21.4925,108,49.8507,234,28.6567,138,19.7967,208,49.5644,253,30.6389,63
2012,Chattanooga,21.6776,96,46.7913,299,31.5311,81,16.4983,323,42.5204,342,40.9812,1
2012,"Chicago St.",18.2969,288,56.847,57,24.8562,229,21.7252,108,46.6454,325,31.6294,37
2012,Cincinnati,16.4155,330,52.6566,156,30.9278,97,16.3005,329,56.4148,41,27.2847,186
2012,Clemson,17.8911,298,56.4718,66,25.6372,212,17.8723,285,53.7234,108,28.4043,138
2012,"Cleveland St.",16.2123,334,53.3716,139,30.4161,106,26.4278,8,49.7404,250,23.8318,295
2012,"Coastal Carolina",17.2267,314,61.9733,6,20.8,319,20.2414,178,48.1624,294,31.5963,40
2012,Colgate,19.8098,212,48.8114,259,31.3788,85,20.0543,190,49.7963,248,30.1494,76
2012,"College of Charleston",19.9909,199,46.4628,304,33.5463,42,15.7298,335,56.2116,44,28.0586,155
