"Season","TeamName","Off_1","RankOff_1","Off_2","RankOff_2","Off_3","RankOff_3","Def_1","RankDef_1","Def_2","RankDef_2","Def_3","RankDef_3"
2017,"Abilene Christian",17.5604007071302,287,51.1490866234532,135,31.2905126694166,155,21.8612334801762,74,48.8986784140969,208,29.2400881057269,218
2017,"Air Force",21.190261496844,96,45.536519386835,293,33.273219116321,97,17.6194539249147,281,43.6006825938567,341,38.7798634812287,6
2017,"Akron",18.7149794546134,237,41.8378782218902,341,39.4471423234965,9,18.5332801913113,236,52.0526106018334,94,29.4141092068553,214
2017,"Alabama",20.9012875536481,113,50.1287553648069,175,28.9699570815451,218,22.5,53,49,202,28.5,246
2017,"Alabama A&M",22.7982162764771,28,56.0758082497213,32,20.9030100334448,342,17.6053215077605,284,53.9246119733925,42,28.470066518847,249
2017,"Alabama St.",19.8271479410269,175,51.0421962379258,139,29.1306558210473,212,22.3066607063031,59,52.2127849798838,90,25.4805543138131,322
2017,"Albany",19.7582325969154,180,56.8570237599,21,23.3847436431847,328,17.728285077951,274,46.0579064587973,294,36.2138084632517,20
2017,"Alcorn St.",18.348623853211,258,52.5993883792049,101,29.0519877675841,214,21.6783216783217,82,54.3456543456543,34,23.976023976024,337
2017,"American",15.8807588075881,335,56.8021680216802,23,27.3170731707317,252,21.7179111761835,80,53.0990727183992,58,25.1830161054173,325
2017,"Appalachian St.",20.8819057273188,117,45.2103395843893,300,33.9077546882919,82,22.6163058498388,47,52.2339935513588,88,25.1497005988024,326
2017,"Arizona",22.414401694317,42,51.7472643840452,120,25.8383339216378,283,17.0081967213115,302,53.6065573770492,46,29.3852459016393,215
2017,"Arizona St.",18.8584650983417,226,43.1932124951793,333,37.948322406479,15,16.1410018552876,326,50.0185528756957,170,33.8404452690167,57
2017,"Arkansas",21.9964973730298,59,53.5201401050788,78,24.4833625218914,312,22.3392252726589,56,47.9879654005265,247,29.6728093268146,204
2017,"Arkansas Pine Bluff",18.7912087912088,234,48.9010989010989,208,32.3076923076923,122,28.3697632058288,1,45.264116575592,311,26.3661202185792,305
2017,"Arkansas St.",20.2582368655387,152,51.5583259127337,125,28.1834372217275,236,22.5162488393686,51,51.1606313834726,125,26.3231197771588,306
2017,"Army",15.1813703537841,340,47.7384684281236,240,37.0801612180923,26,18.7144731088763,226,52.8202885876694,67,28.4652383034543,251
2017,"Auburn",21.8422075398368,67,44.4617178390983,314,33.6960746210649,91,21.6417910447761,85,46.1901021209741,292,32.1681068342498,105
2017,"Austin Peay",21.8954248366013,65,48.8328664799253,212,29.2717086834734,209,16.1006289308176,329,52.5786163522013,79,31.3207547169811,145
2017,"BYU",23.2396935425027,19,51.5870120394017,124,25.1732944180956,298,17.3069306930693,292,50.0594059405941,167,32.5544554455446,94
2017,"Ball St.",19.110251450677,216,45.7253384912959,291,35.1644100580271,57,20.9542743538767,115,48.5089463220676,226,30.5367793240557,170
2017,"Baylor",18.829308227589,230,54.2775276299632,52,26.8931641424478,264,19.1264367816092,205,51.4942528735632,115,29.3793103448276,216
2017,"Belmont",16.9084315503173,314,42.973708068903,334,40.1178603807797,8,19.7245450073783,176,54.8942449581899,22,25.3812100344319,323
2017,"Bethune Cookman",16.6193181818182,321,53.125,84,30.2556818181818,179,20.1780415430267,153,52.4798643493005,82,27.3420941076727,285
2017,"Binghamton",17.9555084745763,272,48.1991525423729,228,33.8453389830508,88,17.4564796905222,286,51.063829787234,128,31.4796905222437,141
2017,"Boise St.",21.8197498921949,69,46.4855541181544,270,31.6946959896507,143,24.0143369175627,19,51.7921146953405,102,24.1935483870968,335
2017,"Boston College",16.2931034482759,329,50.6034482758621,155,33.1034482758621,98,21.969696969697,71,50.6379585326954,146,27.3923444976077,283
2017,"Boston University",18.5053380782918,252,46.5302491103203,266,34.9644128113879,61,20.1357466063348,155,43.8914027149321,338,35.972850678733,22
2017,"Bowling Green",19.8325253415602,174,52.2697223446452,108,27.8977523137946,242,19.0973673213539,209,52.3192645215211,86,28.5833681571249,243
2017,"Bradley",22.6946966077401,30,47.4916387959866,247,29.8136645962733,191,22.9587357330992,34,44.7761194029851,322,32.2651448639157,101
2017,"Brown",24.9522900763359,7,43.7022900763359,324,31.3454198473282,152,19.4056731202161,186,51.6884286357497,109,28.9058982440342,230
2017,"Bryant",19.2122538293217,211,50.5908096280088,156,30.1969365426696,181,21.22465866777,106,50.2275548200248,159,28.5477865122052,245
2017,"Bucknell",18.6212064443612,247,49.1569876358187,203,32.1468714874485,126,18.5185185185185,238,54.2087542087542,37,27.2727272727273,288
2017,"Buffalo",20.1640759930915,156,50.4317789291883,162,29.4041450777202,204,23.2063773250664,29,47.2984942426926,267,29.4951284322409,212
2017,"Butler",20.1156069364162,160,49.7109826589595,187,30.1734104046243,182,20.2477573686459,147,50.1495087569415,164,29.6027338744126,209
2017,"Cal Poly",17.9566563467492,271,45.2012383900929,303,36.8421052631579,31,22.0131702728128,69,53.9981185324553,40,23.9887111947319,336
2017,"Cal St. Bakersfield",20.0720072007201,163,52.6552655265527,99,27.2727272727273,255,27.1268838113758,2,41.2250850753525,348,31.6480311132718,128
2017,"Cal St. Fullerton",22.2068965517241,49,52.9655172413793,89,24.8275862068966,306,23.4972677595628,26,49.1803278688525,195,27.3224043715847,286
2017,"Cal St. Northridge",25.1162790697674,4,57.0232558139535,18,17.8604651162791,349,22.663139329806,44,52.4691358024691,83,24.8677248677249,328
2017,"California",20.552677029361,135,50.1727115716753,174,29.2746113989637,208,20.3342618384401,143,51.5320334261838,112,28.133704735376,264
2017,"Campbell",21.0548523206751,106,46.6666666666667,263,32.2784810126582,124,21.5895124948791,86,49.4059811552642,190,29.0045063498566,225
2017,"Canisius",17.6360225140713,284,47.5797373358349,246,34.7842401500938,63,18.5087055261166,240,55.4882664647994,13,26.003028009084,313
2017,"Central Arkansas",20.5845511482255,133,50.6054279749478,154,28.8100208768267,223,16.7904903417533,310,44.2050520059435,334,39.0044576523031,4
2017,"Central Connecticut",18.1171319102354,262,57.9091406677614,9,23.9737274220033,319,18.0397727272727,260,48.8636363636364,211,33.0965909090909,75
2017,"Central Michigan",20.945426594927,109,35.3574173712529,351,43.6971560338201,3,17.6928783382789,279,52.5964391691395,78,29.7106824925816,202
2017,"Charleston Southern",19.5727769498261,188,51.0680576254347,137,29.3591654247392,206,22.0797068254695,67,47.5492441594137,258,30.3710490151168,180
2017,"Charlotte",20.0546946216955,165,49.0428441203282,205,30.9024612579763,170,19.361793876671,188,55.7999137559293,12,24.8382923673997,330
2017,"Chattanooga",21.7102137767221,71,49.7862232779097,183,28.5035629453682,232,21.6592151018381,84,53.7506209637357,45,24.5901639344262,333
2017,"Chicago St.",18.8189845474614,231,50.2207505518764,172,30.9602649006623,168,18.471615720524,242,44.9781659388646,316,36.5502183406114,18
2017,"Cincinnati",17.6514584891548,283,52.7299925205684,96,29.6185489902767,196,19.1576086956522,202,46.7391304347826,279,34.1032608695652,51
2017,"Clemson",19.7325769854133,181,51.2155591572123,134,29.0518638573744,215,15.1207115628971,344,52.6048284625159,77,32.274459974587,98
2017,"Cleveland St.",17.9141716566866,274,50.499001996008,160,31.5868263473054,146,21.4814814814815,89,50.1851851851852,161,28.3333333333333,256
2017,"Coastal Carolina",16.4839319470699,324,49.8298676748582,182,33.6862003780718,92,18.530701754386,237,42.5438596491228,344,38.9254385964912,5
