"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2019,"Abilene Christian",51.9335347432024,117,17.3082661891973,96,27.005076142132,218,34.0181268882175,152
2019,"Air Force",51.2827988338192,141,19.295638430873,232,23.1660231660232,321,28.2798833819242,294
2019,"Akron",48.1917808219178,285,17.2745622682251,91,25.0650477016479,276,27.6712328767123,304
2019,"Alabama",50.2827763496144,192,19.5238695049754,248,31.5012305168171,76,37.9948586118252,47
2019,"Alabama A&M",45.7158651188502,338,22.5049315303468,333,27.8215223097113,197,25.0414593698176,332
2019,"Alabama St.",46.085626911315,333,20.9452873103552,315,31.5647482014388,75,37.3700305810398,59
2019,"Albany",49.2886781268524,239,20.8978652782687,312,27.3073263558516,211,32.4836988737404,196
2019,"Alcorn St.",45.6819739547635,339,24.0731495476026,348,30.0523560209424,110,30.5003427004798,250
2019,"American",53.1914893617021,67,18.6952099578631,189,26.1410788381743,243,35.8054711246201,92
2019,"Appalachian St.",51.4434180138568,133,17.7942799096275,123,25.8003766478343,253,37.0092378752887,67
2019,"Arizona",48.9790435249866,257,16.7321443712727,60,28.3712784588441,178,33.3154218162278,179
2019,"Arizona St.",50.6461232604374,174,18.6564176475298,187,31.699604743083,72,43.8369781312127,3
2019,"Arkansas",51.0229540918164,161,18.3218228177946,160,28.3483976992605,181,38.373253493014,41
2019,"Arkansas Pine Bluff",48.3870967741936,280,22.0759722032651,328,29.1187739463602,143,42.4317617866005,9
2019,"Arkansas St.",47.1973094170404,309,19.3227695969756,235,33.6546888694128,30,37.8923766816144,49
2019,"Army",49.5749202975558,227,16.4885116859503,50,21.6216216216216,340,24.2826780021254,341
2019,"Auburn",54.4638748274275,30,17.2185960837705,85,31.9595645412131,60,30.9710078232858,238
2019,"Austin Peay",52.8608923884514,81,16.6124671864593,55,32.3241317898486,52,34.6981627296588,131
2019,"BYU",52.7689030883919,88,15.2595466195268,17,23.7668161434978,307,39.9361022364217,26
2019,"Ball St.",51.8102029621503,122,20.1902793921391,289,27.5161588180979,205,37.6302797586396,53
2019,"Baylor",51.1698880976602,150,19.6710827365299,257,37.910699241786,3,32.2990844354018,203
2019,"Belmont",57.6108374384236,3,15.2042680851732,16,25.2707581227437,268,28.4729064039409,291
2019,"Bethune Cookman",48.3438035408338,283,21.4787566031486,321,33.4507042253521,33,37.1216447744146,65
2019,"Binghamton",49.4733762434172,233,18.5495734929985,180,20.9302325581395,344,24.3417203042715,340
2019,"Boise St.",53.9013195639702,46,17.2724673369473,90,23.4580384226491,314,31.7842799770511,220
2019,"Boston College",48.5066371681416,274,17.5055720653789,112,28.5837651122625,168,35.0110619469027,112
2019,"Boston University",53.4035656401945,60,18.84927476266,202,28.5577841451767,170,24.7974068071313,336
2019,"Bowling Green",50.5494505494505,177,16.5350167433067,51,30.7380373073804,93,34.9150849150849,119
2019,"Bradley",49.7239094422971,220,18.8075230092037,198,26.6607617360496,233,36.2782992821645,81
2019,"Brown",50.2422774076317,195,20.0105256310944,281,24.4575936883629,292,36.8867353119322,70
2019,"Bryant",49.0184414039262,256,18.3987766258474,165,26.6106442577031,235,36.7638310529447,74
